"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT88	RCONMT89	RCONMT90	RCONMT91	RCONMT92	RCONMT93	RCONMT94	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
366359	0	0	15654	35723	0	63738	0	0	0	0	15579	0	1076		2038	2092	466	48084	14503	0	0	0	0	0	1070	2838	320	27	3908	847	8384	0	0	2218	9231	0	0	9231	0	0		0		0		0		0	true							
366658	19939	0	2020	43284	0	43284	0	0	0	0	81574	0	418		19246	10225	9436	41264	81156	0	0	5480	0	0	11648	24676	4507	649	36324	2095	6758	797	281	22234	9931	0	0	8852	0	0		0		0		0		0	true							
366854	10690	0	18573	71078	0	73421	0	0	5698	0	112285	0	18445		12072	47572	2471	54353	74597	495	19243	967	5698	5698	9930	22338	11490	215	32268	4607	4541	902	0	31901	10050	40327	0	9148	23099	0		0		35471		0		35471	true							
367150	8337	87	27687	52657	0	62203	0	0	244	0	38820	0	470		9360	10208	2921	34429	38350	0	0	1828	244	244	3735	11074	3196	226	14809	931	1113	0	0	8871	2044	0	0	2044	0	0		0		0		0		0	true							
367178	20041	0	420	24568	0	30454	0	0	0	0	73347	0	360		17591	6742	6201	30034	72987	0	0	2746	0	0	10729	18645	1789	261	29374	5727	9413	0	0	13832	15140	0	0	15140	0	0		0		0		0		0	true							
367431	19879	0	30784	216266	0	216266	0	0	0	0	79478	0	24		16472	0	10162	185482	70892	0	8562	6160	0	0	8034	31413	2985	1581	39446	2173	12884	0	530	27541	15587	0	0	15057	8562	0		0		0		0		0	false							
367543	47095	18	8919	64364	0	111434	0	0	10000	0	197328	0	26664		23253	48078	17225	102497	170664	0	0	9356	10000	5000	26497	30871	3232	1212	56772	17079	17461	5527	277	38558	40344	0	0	34539	0	0		0		0		0		0	true							
368054	18916	0	622	37518	0	50764	0	0	0	0	65447	0	89		8879	11177	1582	50142	65358	0	0	506	0	0	11599	6840	1769	384	18439	8835	4431	1037	458	11714	14761	0	0	13266	0	0		0		0		0		0	false							
368344	36873	0	15456	42975	0	85364	0	0	0	0	113565	0	8453		30481	13068	7218	69908	105112	0	0	1679	0	0	7665	29240	9505	0	36905	6649	8538	2025	0	15929	17212	0	0	15187	0	0		0		0		0		0	true							
368522	56273	0	812	67422	0	71817	0	0	0	0	75250	0	837		8811	2921	3825	71005	74413	0	0	752	0	0	3937	6285	1974	828	10222	0	2656	376	0	4212	3032	0	0	2656	0	0		0		0		0		0	true							
368951	32265	0	33766	48314	0	105102	0	0	0	0	142255	0	22059		27672	38668	11150	71336	120196	0	0	5036	0	0	13436	22055	7242	1540	33273	4599	16929	5520	0	16601	27048	0	0	20949	0	0		0		1980		0		1980	true							
369453	22544	0	18004	24136	0	56361	0	0	16893	0	83343	0	8985		12020	4490	3433	38357	74358	0	0	1748	16893	16893	8815	25873	4216	523	34688	4785	12097	0	0	27407	16882	0	0	16882	0	0		0		0		0		0	true							
369659	63301	0	29433	355500	0	724667	0	0	0	0	642168	0	28648		53357	247128	18275	695234	613520	0	0	11037	0	0	48260	91588	7811	2930	138707	65431	108538	3832	3350	97231	181151	15866	0	173969	0	3535		0		0		0		3535	true							
370020	68825	0	48622	166300	0	304190	0	0	1	0	384013	0	39452		75647	129818	30394	254081	343901	1487	660	13274	1	1	41121	95623	6672	4207	135783	9287	27908	265	287	71976	37747	68848	0	37195	0	0		0		42908		0		42908	true							
370347	13380	0	25733	20577	0	62103	0	0	0	0	60602	0	2237		10439	4287	2496	36370	58365	0	0	864	0	0	5318	22668	3303	310	27985	0	11335	0	0	21160	11335	0	0	11335	0	0		0		0		0		0	true							
370721	18865	0	18478	37313	0	84459	0	0	0	0	135591	0	22857		23631	31697	9253	65981	110745	0	1989	5424	0	0	15069	33872	1712	11	42512	8535	21562	4270	0	27033	34367	0	0	27735	1989	0		0		0		0		0	false							
370833	9107	0	608	27308	0	30971	0	0	24621	0	59849	0	9920		3656	2374	414	29915	48638	448	1291	0	24621	24621	9949	28515	1897	397	38464	4471	2830	0	309	37102	7610	36601	0	7301	0	0		0		2458		0		2458	true							
370954	12316	0	2182	23452	0	26862	0	0	3234	0	60697	0	8512		6561	16870	1177	24680	52185	0	0	510	1892	1892	7376	11895	870	0	19271	3071	8299	0	0	13580	11370	0	1342	11370	0	0		0		0		0		0	false							
371223	35527	7	8169	117735	0	121490	0	0	55903	0	170156	0	934		66974	51872	2814	113314	169222	0	0	1756	55903	0	7901	11730	1155	55586	19631	1778	4605	0	0	9400	6383	652	0	6383	0	0		0		652		0		652	true							
371232	45032	0	16796	57058	0	82065	0	0	0	0	85120	0	7921		6435	19913	3127	65269	76728	0	471	989	0	0	6789	8967	623	22	15505	256	3116	404	0	9964	3776	5846	0	3372	0	491		0		0		0		0	true							
371362	55502	0	45827	154253	0	250351	0	0	0	0	295998	0	42170		24658	77455	4282	204524	253066	0	762	1510	0	0	37458	52001	738	5	89459	31347	41092	400	0	65544	72839	19650	0	72439	0	0		0		9103		0		9103	true							
371559	14793	0	11723	21125	0	34525	0	0	0	0	73118	0	27186		8481	2384	2459	22802	45682	0	250	1361	0	0	3650	16841	1216	88	20491	14816	15980	3351	0	13313	34147	0	0	30796	0	0		0		0		0		0	true							
371755	9395	0	7516	18043	0	28002	0	0	0	0	42753	0	7204		3041	25691	1058	20486	35549	0	0	0	0	0	1074	2931	907	314	4005	519	1658	0	264	2185	2441	0	0	2177	0	0		0		0		0		0	true							
371849	18194	0	2014	13385	0	23523	0	0	0	0	56625	0	2827		17060	3070	6340	21385	53792	124	6	2171	0	0	7557	15583	4332	1056	23140	2524	3969	340	0	11468	6833	0	0	6493	0	0		0		0		0		0	true							
371924	172021	3	114775	288638	0	642087	0	0	79001	0	677149	0	56441		164525	225141	23674	526318	620708	991	0	7007	79001	79001	137186	64060	27347	5040	201246	18799	18297	8608	652	69108	46356	111340	0	37096	0	0		0		27031		0		27031	true							
371942	25290	0	9928	35825	0	58027	0	0	0	0	96613	0	5906		33694	12437	10928	48099	90707	0	0	3262	0	0	13813	29694	5534	727	42892	2705	5725	688	0	16074	9118	0	0	8430	0	0		0		0		0		0	true							
372444	27671	0	4898	29429	0	40931	0	0	0	0	78203	0	5673		14036	3028	6980	36033	72530	0	0	4740	0	0	9372	19889	2335	722	29261	4675	10511	0	0	18283	15186	0	0	15186	0	0		0		0		0		0	true							
372538	140200	0	55494	208374	0	287727	0	0	20143	0	590709	0	84277		92729	4239	25950	232233	506432	0	0	17084	20143	10000	52652	132638	52582	17401	183816	38779	128755	19819	3644	162544	190997	0	0	166510	0	0		0		0		0		0	false							
372640	26814	0	54702	44245	0	129189	0	0	0	0	144379	0	18051		8536	100995	2966	74487	126328	0	0	828	0	0	4891	6969	1216	574	11860	2068	852	0	0	5114	2920	0	0	2920	0	0		0		0		0		0	true							
372855	11363	0	4801	41295	0	70578	0	0	86336	0	157534	462	917		12330	41657	3434	65777	156155	0	0	1423	11743	11743	8347	18901	6846	310	27248	2642	33543	28580	5343	22074	70108	0	15484	36185	11178	0		0		10653		0		0	true							
373272	7803	0	507	5486	0	10981	0	0	0	0	40433	0	44		13174	0	6137	10474	40389	0	0	3401	0	0	3695	6536	6585	9084	10231	1021	1703	1328	2678	12726	6730	0	0	2724	0	0		0		0		0		0	false							
373553	5217	0	178	14926	0	21128	0	0	0	0	41454	0	407		6560	3511	1920	20950	41047	0	0	1266	0	0	5856	13301	969	0	18284	4529	7771	300	0	13566	12600	0	0	11253	0	0		0		0		0		0	false							
373601	158108	0	0	49853	0	61929	0	0	109701	0	1324010	15115	46552		312569	43825	0	61778	1261981	151	362	0	109701	109701	333967	421914	38481	1216	744117	108938	188153	28622	786	483009	326499	13887	0	297090	19333	0		0		0		0		0	false							
374130	8898	0	2350	55081	0	68666	0	0	22	0	158427	0	23		9227	101350	1897	66316	158404	0	0	485	22	22	8937	16326	3134	1984	25263	2873	12597	1176	1152	21154	17798	0	0	15470	0	0		0		0		0		0	true							
374653	161266	0	46305	1087521	0	1087521	0	0	535357	0	1467101	0	35352		606668	531941	10443	1040968	1431749	248	0	3005	535357	70377	72952	121368	215749	262378	194320	46807	50060	3547	1033	65779	101447	31195	0	96867	0	0		0		32083		0		22045	true	0	217852	109387	396303	87023	74182	
374774	19946	0	661	10644	0	95065	0	0	5020	0	97977	0	2231		3894	55604	1141	94404	95746	0	0	303	5020	5020	4708	7959	6420	959	12667	410	561	1158	251	16152	2380	293	0	971	12146	0		0		293		0		293	true							
375043	708176	1	171517	79209	0	365990	0	0	111440	0	1337212	0	271764		120867	35454	32748	194472	1064988	0	460	13855	111440	111440	190598	226552	11534	3193	417099	45289	110545	5548	323	311010	161705	325840	0	155834	0	0		0		0		0		0	true	26518	24727	15211	15887	341160	207992	
375379	13269	0	0	8112	0	10243	0	0	0	0	25366	0	0		4708	2274	1662	10243	25366	0	0	528	0	0	2096	6089	479	49	8185	0	1110	0	0	4005	1110	0	0	1110	0	0		0		0		0		0	true							
375502	99014	0	2591	306161	0	417167	0	0	165001	0	859044	0	10233		201417	461318	3283	414576	848810	0	1	681	165001	165001	111673	125279	1464	134	236952	20331	39832	0	0	37133	60163	0	0	60163	24103	0		0		0		0		0	true							
375566	26028	0	11335	201985	0	274601	0	0	55001	248	876899	0	93203		107005	411594	19520	262905	779449	361	3999	9845	55001	55001	133742	120382	15898	1340	254124	61053	101824	5037	0	164358	167914	268863	0	162877	110293	0		0		212276		0		197813	true							
375650	6336	0	3154	18978	0	53661	0	0	0	0	24208	0	8513		3090	441	820	50507	15695	0	0	296	0	0	3332	4126	630	76	7458	6770	1924	573	0	5074	9267	0	0	8694	0	0		0		0		0		0	false							
376237	8722	0	20919	30397	0	49387	0	0	9343	0	59996	0	11834		8989	6156	2212	28468	48162	0	0	0	5351	4622	8283	11351	3531	850	19634	1571	17621	1502	408	15027	21102	1537	0	19192	0	0		0		0		0		0	true							
376273	511393	0	3965	390966	0	682928	0	0	0	0	1411549	4	741		335401	301547	74545	678963	1410804	0	0	25337	0	0	118020	302087	86576	16792	420107	17066	43812	11464	2791	188074	75133	0	0	60878	0	0		0		0		0		0	true	190569	287994	278412	23113	501412	9766	
376442	42034	10	44951	107381	0	257370	0	0	703	0	343948	0	53692		79872	126533	8303	211629	289553	780	703	2357	703	0	48594	72697	15647	702	108878	17384	17080	3277	0	57768	37741	5865	0	34464	248	0		0		0		0		0	true							
376947	11904	0	9587	20451	0	50393	0	0	0	0	88762	0	4423		20204	15948	9303	40487	84339	319	0	4480	0	0	10239	29671	1673	800	39910	4438	14088	0	0	22180	18526	0	0	18525	0	0		0		0		0		0	false							
377663	10556	0	10458	45619	0	61832	0	0	2000	0	77588	0	4310		10748	26797	1645	51374	73278	0	0	161	2000	2000	7819	16652	1900	278	24471	1444	12142	0	0	15901	13586	0	0	13586	0	0		0		0		0		0	true							
377850	17351	0	210	20963	0	20963	0	0	10753	0	155224	0	11911		16023	29414	643	20323	83256	430	60057	256	2653	2653	13898	76282	6481	6	77615	4872	6647	273	0	80644	11792	22976	8100	11519	55895	0		0		0		0		0	true							
378044	1371	0	426	10760	0	12563	0	0	0	0	52054	0	820		6997	5965	1414	12137	51234	0	0	724	0	0	8312	23919	1085	0	32230	2196	9207	0	0	26318	11403	0	0	11403	15937	0		0		0		0		0	false							
378110	11974	0	3454	20647	0	26049	0	0	0	0	27362	0	1369		6209	1933	608	22595	25993	0	0	225	0	0	3250	6625	741	91	9875	1182	1566	0	0	4498	2748	0	0	2748	0	0		0		0		0		0	true							
379050	3218	0	1417	4268	0	7469	0	0	0	0	15268	0	1711		3939	364	1131	6052	13557	0	0	324	0	0	1343	4308	2184	0	5651	862	2445	544	0	3897	3851	0	0	3307	0	0		0		0		0		0	true							
379153	14836	0	1828	45716	0	73435	0	0	0	0	90210	0	807		12047	18668	6568	71607	89403	0	0	3883	0	0	8863	20867	1686	655	29573	5330	18652	652	0	20025	24634	0	0	23982	0	0		0		0		0		0	true							
379470	25160	0	0	12093	0	37971	0	0	17206	0	96736	0	0		34507	3408	4524	37971	96736	0	0	2000	17206	0	21275	15225	13704	1100	36500	4524	7525	4453	362	16797	16864	0	0	12049	0	0		0		0		0		0	true							
379649	26784	0	12390	43146	0	69815	0	0	0	0	84144	0	4285		22607	3264	5828	57425	79859	0	0	1640	0	0	14497	25067	1924	0	37564	2193	8898	1517	0	18881	12608	0	0	11091	0	0		0		0		0		0	true							
379920	2429894	0	2336697	16724327	0	16724327	0	0	1177929	495	21873525	0	4616403		3719698	11930010	431410	14320945	17233913	66685	22714	153021	1177929	1177929	2572989	2892285	226807	62661	5465274	691853	979366	80382	7278	2035044	1758879	1888587	0	1671219	248	0		0		0		589987		589987	true	2978796	2937630	2700015	5060500	2297008	122687	
380346	15578	0	36	22629	0	28788	0	0	250	0	82377	0	10985		16180	14278	4636	28752	71392	0	0	2664	250	250	12429	19345	4678	81	31774	10147	5841	0	0	20353	15988	0	0	15988	0	0		0		0		0		0	true							
380458	76184	0	274358	773287	0	1189989	0	0	127500	0	1296052	0	68767		225984	468324	17355	915631	1227285	0	0	8551	127500	127500	256798	150616	8997	2912	407414	151145	177500	2038	1539	193339	332222	4934	0	328645	0	0		0		4191		0		4191	true							
380533	67234	0	49463	80352	0	208120	0	0	0	0	367776	0	83623		62105	55068	12777	158612	283953	45	200	1162	0	0	43686	98724	4151	1155	142410	25438	51260	20800	260	85611	97758	0	0	76698	0	0		0		0		0		0	false							
380878	26526	0	19130	39311	0	39311	0	0	145258	0	303297	0	23882		169133	29815	7906	20181	252384	0	27031	4297	145258	62209	18492	101131	95060	1265	119623	21050	9958	0	0	46815	31008	2255	0	31008	27031	0		0		0		0		0	true							
380944	26757	0	10035	35265	0	55984	0	0	0	0	87170	0	7086		5123	36496	2471	45949	79790	0	294	1064	0	0	4869	10814	245	56	8109	2950	4983	0	0	10860	7933	6416	0	7664	0	0		0		0		0		0	true							
381026	28318	0	14010	21364	0	54027	0	0	0	0	74748	0	6076		18487	6715	2532	40017	68672	0	0	1111	0	0	11602	16252	1855	10	27854	1779	7407	810	0	11232	9996	0	0	9186	0	0		0		0		0		0	true							
381932	21237	0	693	125389	0	158847	0	0	15069	0	157586	0	476		13423	53522	3669	158154	146610	0	10500	1415	0	0	11282	24791	2501	1382	36073	6175	25594	10852	250	26533	42871	0	0	31519	10500	0		0		0		0		0	true							
381950	73845	0	21127	83612	0	120622	0	0	0	0	186540	0	33773		23681	41886	13552	99495	152767	0	0	7262	0	0	935	38735	5942	165	39478	10505	11572	2164	791	22096	25032	0	0	22077	0	0		0		0		0		0	false							
382050	122867	0	35053	155416	236	195996	0	0	0	0	222678	0	13009		12999	47062	8686	160528	209669	179	0	5050	0	0	7747	13720	5947	823	21467	7126	14617	2768	0	15238	24511	0	0	21743	0	0		0		0		0		0	true							
382069	77228	1	459	21742	0	22455	0	0	0	0	405844	0	16365		32044	205565	2959	21995	389229	0	250	1389	0	0	20319	37735	4044	551	58054	18363	36629	5410	0	30605	60402	0	0	54992	0	0		0		0		0		0	true							
382256	11644	0	7306	8870	0	23543	0	0	0	0	31621	0	2924		7949	5060	1664	16237	28697	0	0	478	0	0	5059	6643	867	0	11701	1106	1242	0	0	4620	2348	0	0	2348	0	0		0		0		0		0	false							
382274	156	0	0	0	0	0	0	0	0	0	3033	0	0		1133	0	0	0	3033	0	0	0	0	0	1128	1394	350	5	2522	0	0	0	0	1744	0	0	0	0	250	0		0		0		0		0	false							
382443	19179	0	7465	35490	0	60097	0	0	0	0	87569	0	26886		10152	43418	1051	52632	60683	0	0	230	0	0	4985	10295	1689	34	14868	1379	5287	1303	0	6851	7969	0	0	6666	0	0		0		0		0		0	false							
382537	26818	0	29760	77044	0	117078	0	0	512	0	206279	0	13411		47997	35469	24182	87318	188589	0	4279	14445	512	512	33637	55128	17869	6746	84151	11722	14664	3472	754	65383	30612	7717	0	23647	0	0		0		3967		0		3575	true							
382649	103414	0	180997	401710	0	578471	0	0	0	0	305752	0	36900		61692	21429	6157	397474	268852	0	0	1301	0	0	53595	52447	11010	2677	106042	22975	32238	5966	0	58037	61179	0	0	55213	10243	0		0		23668		0		23668	true							
382658	13387	0	14130	38925	0	62074	0	0	0	0	183186	0	15129		43701	13306	15992	47944	163095	0	4962	10232	0	0	19493	60462	21994	10332	79955	6229	27758	8870	1355	68581	44212	0	0	33987	4962	0		0		0		0		0	true							
382742	21611	0	2820	30618	0	42720	0	0	11802	0	69702	0	10910		7033	28063	695	39900	47753	0	11039	0	11802	11802	5790	7223	1856	22	13013	3458	1067	612	0	7859	5137	763	0	4525	0	0		0		763		0		0	true							
382854	20846	336	17044	36647	0	59473	0	0	6637	0	87044	0	12580		11749	17468	2900	41524	69936	569	4528	1502	6637	1501	4546	20182	7456	2979	24555	1508	12058	0	0	23414	13566	0	0	13566	8259	0		0		0		0		0	true							
384018	962336	0	9	205317	0	215274	202	0	213536	138	3063761	0	0		398094	794003	6799	214098	3063623	965	0	5729	213536	213536	268924	392857	1546	37	661781	276959	367100	0	0	265270	644059	0	0	644059	0	0		0		0		0		0	true							
384278	119694	0	110547	312972	0	444026	0	0	733957	0	2766348	0	594174		726274	1682089	26723	329516	2171164	3963	1010	11894	733957	384574	218717	229041	363599	2509	447758	36541	77098	30372	6688	87593	150699	221389	0	113639	44458	0		0		59362		0		48623	true	27570	62151	729239	336562	110460	3535	
384353	1617	0	265	9802	0	13026	0	0	0	0	7845	0	2		3609	414	0	12761	7843	0	0	0	0	0	2458	2701	309	24	5159	0	323	0	0	1883	323	0	0	323	0	0		0		0		0		0	true							
384652	1511	0	0	337476	0	337661	0	0	131682	0	660582	0	27467		120136	393725	1065	337402	631979	259	1136	219	131682	131682	55714	102686	108	0	158400	12042	93744	1052	0	38371	106838	225985	0	105786	0	0		0		180471		0		180471	true							
384830	23911	0	2325	46155	0	57284	0	0	0	0	104142	0	927		22616	11052	3095	54959	103215	0	0	1804	0	0	16436	29405	490	0	45841	5750	17099	0	0	23716	22849	0	0	22849	2237	0		0		0		0		0	false							
385350	27009	0	4908	31694	0	73925	0	0	7627	0	116766	0	4381		23415	27674	6451	69017	112385	0	0	2270	7627	7627	13594	34391	7279	681	47985	1835	4044	259	0	32530	6138	8595	0	5879	0	0		0		0		0		0	true							
385471	3277	0	12918	41835	0	316076	0	0	0	0	150078	0	2422		16211	113366	15412	303158	147656	0	0	506	0	0	6700	10615	4036	4808	17315	5745	1531	0	0	9947	7276	0	0	7276	0	0		0		0		0		0	true							
385547	17962	0	17371	38065	0	66124	0	0	0	0	105961	0	5687		33695	17353	7444	48753	100274	0	0	3688	0	0	16878	35504	4314	367	49840	5515	7138	930	0	23368	13583	0	0	12285	0	0		0		0		0		0	true							
385686	100581	0	0	52637	0	70013	0	0	0	0	261348	0	0		61083	0	14763	70013	261348	0	0	5827	0	0	53648	76097	581	12	129745	11561	18868	0	0	69255	30429	0	0	30429	0	0		0		0		0		0	true							
386432	31687	0	0	54476	0	66082	0	0	0	0	126243	0	11055		25630	11615	5844	66082	115188	0	0	3181	0	0	54873	0	0	0	54873	28067	0	0	0	29242	28067	0	0	28067	0	0		0		0		0		0	true							
386450	31475	0	2689	49054	0	161572	0	0	0	0	298160	0	80401		23916	208719	1694	158883	217759	0	0	129	0	0	17693	14145	10759	259	31838	8691	3798	2620	0	18940	15109	0	0	12489	0	0		0		0		0		0	true							
386731	58673	2034	14247	80056	0	80056	0	0	26349	0	254847	296	63529		52027	0	18682	63775	190786	0	236	11701	26349	15052	17751	51871	24159	18662	69622	8725	45534	20590	8882	60416	83731	5206	0	54259	0	0		0		0		0		0	true							
386825	48123	0	11738	62317	0	80303	0	0	0	0	55889	0	620		3334	1496	676	68565	55269	0	0	0	0	0	1973	2371	692	133	4344	0	1100	0	0	1835	1100	0	0	1100	0	0		0		0		0		0	true							
387055	12882	0	16973	40716	0	71150	0	0	0	0	42011	0	2454		4615	15193	2160	54177	39557	0	0	1150	0	0	2545	4174	1700	400	6719	400	3811	906	0	4204	5117	0	0	3557	0	0		0		0		0		0	true							
387671	159152	0	89880	231578	0	239079	0	0	968	0	302766	0	30820		34050	0	7875	149199	271946	0	0	3925	968	968	21226	44974	3436	122	66200	42391	29722	1437	306	35708	73856	93722	0	69816	0	0		0		0		0		0	true							
388155	25219	0	9599	80925	0	112700	0	0	0	0	88832	0	7775		14132	9099	6895	103101	81057	0	0	3756	0	0	14102	17408	1130	408	30610	10388	10426	652	0	18916	21466	0	0	20814	0	0		0		0		0		0	false							
388258	3356	0	1067	4933	0	8393	0	0	0	0	17682	0	1273		3686	3326	1721	7326	16409	0	0	509	0	0	1269	6275	499	128	7544	0	2829	0	0	4485	2829	0	0	2829	0	0		0		0		0		0	true							
388557	41733	0	4103	137277	0	137277	0	0	2	0	337680	0	6570		84743	72452	11115	117662	330962	15512	148	4541	2	2	60366	82909	18664	969	141862	24521	33903	2163	0	78165	60587	16831	0	58424	0	0		0		0		0		0	true							
388744	51701	0	36261	68037	0	121167	0	0	0	0	159574	0	11687		22844	14662	7964	84906	147887	0	0	3825	0	0	22675	26774	4698	978	49449	15087	18064	4935	0	32281	38086	0	0	33151	0	0		0		0		0		0	true							
388753	6156	0	752	7974	0	13920	0	0	0	0	26111	0	1334		10119	0	2411	13168	24777	0	0	582	0	0	4033	8912	2275	1275	12945	554	1168	1739	0	6375	3461	0	0	1722	0	0		0		0		0		0	true							
388874	12999	0	888	5485	0	20170	0	0	0	0	62930	0	2981		17270	13031	9374	19282	59949	0	0	3714	0	0	2556	4482	14091	10937	6883	459	500	1713	2162	14796	4834	0	0	959	0	0		0		0		0		0	true							
389358	0	0	8566	38762	0	55826	0	0	34000	0	222340	0	8725		3841	190821	2637	47260	213615	0	0	1823	0	0	3569	9309	1368	0	12878	1650	10370	4218	1035	10406	17273	0	34000	12020	0	0		0		0		0		0	true							
389376	3557	0	87	6352	0	6352	0	0	2500	0	29623	0	998		12232	4353	1414	6265	28625	0	0	279	0	0	4899	9880	1948	304	14779	1116	1567	1500	500	4799	4683	2500	1000	1682	0	0		0		0		0		0	true							
390372	42556	0	0	3929	0	53039	0	0	0	0	289078	0	0		101181	36154	50293	53039	289078	0	0	23663	0	0	47394	79449	47535	7763	126838	9078	10704	7939	507	80959	28228	0	0	19782	0	0		0		0		0		0	true							
390840	38710	0	20308	84839	0	144604	0	0	4087	0	155122	0	4382		36893	23063	811	124296	150740	0	0	0	4087	4087	37137	25880	2675	524	51509	19298	7571	264	0	29323	27133	190	0	26869	0	191		0		0		0		191	true							
391418	48825	7	23125	96135	0	96135	0	0	0	0	100414	0	2273		14807	0	5051	72780	98141	223	0	1553	0	0	16050	27230	1013	416	43280	1945	4559	376	0	29903	6880	0	0	6504	15560	0		0		0		0		0	true							
391557	6978	0	3476	13847	0	19199	0	0	0	0	26859	0	464		4292	1196	1348	15723	20483	0	5912	1097	0	0	3868	8629	2990	245	12101	1353	1102	498	0	11440	2953	0	0	2455	4522	0		0		0		0		0	true							
391575	63644	0	311230	1257973	0	1746997	0	0	1934056	496	3472076	19750	144500		1856975	346597	32649	1425496	3001932	10271	305398	16149	1934056	964796	499017	1142368	901233	222572	1641385	90078	195254	9770	1543	908215	296645	1032017	0	285332	300544	0		0		1289660		0		907506	true	29290	86920	15396	281413	56254	4768	
391959	11097	0	6866	14070	0	25346	0	0	9	0	37186	0	3819		9719	4127	492	18480	33358	0	9	0	9	0	5505	11131	1787	549	8072	1198	1792	0	0	9253	2990	0	0	2990	0	0		0		0		0		0	false							
391977	637802	0	38110	48112	0	105186	0	0	10000	0	884175	0	123536		42787	120936	7696	67076	760639	0	0	2339	10000	10000	29146	43185	1920	600	72331	17706	31854	1028	0	32063	50588	0	0	49560	0	0		0		0		0		0	true							
392152	2209	0	454	5485	0	11519	0	0	2551	0	52956	0	2504		11193	8569	3581	11065	50452	0	0	2618	1503	1503	4494	17363	4416	1488	20273	837	9954	1166	2459	16569	14416	1584	0	10791	0	0		0		1503		0		0	true							
392255	15665	0	14391	28700	0	49472	0	0	0	0	62041	161	6609		12887	13721	4274	35081	55271	0	0	0	0	0	4338	13196	5405	694	17534	2601	4351	2071	0	10745	9023	0	0	6952	0	0		0		0		0		0	true							
392778	128344	0	19320	109567	0	227091	0	0	19803	0	286740	0	14709		37859	80205	14431	207771	271789	0	242	5927	19803	19803	17498	28340	6762	1284	45838	5046	18133	1127	0	16025	24306	2665	0	23179	0	0		0		767		0		767	true							
393252	9092	0	5762	39112	0	59743	0	0	4453	0	86091	0	3239		12422	8178	6923	51731	82615	2250	237	5496	4453	4453	25183	18445	273	0	43071	13670	11251	0	0	31478	24921	3841	0	24518	0	0		0		2541		0		2541	true							
393355	20008	0	15434	52696	0	98184	0	0	0	0	106575	0	15591		16164	31242	3584	82750	90758	0	226	1492	0	0	11674	23529	2642	70	35199	5576	10306	1529	0	21751	17411	7601	0	15882	0	0		0		1518		0		1518	true							
393953	71841	0	13538	276475	0	334314	0	0	0	0	514451	0	22266		34428	178536	8025	318993	492185	1783	0	4328	0	0	53532	40837	4506	961	94316	91835	52755	19647	0	65408	164237	33747	0	144590	0	0		0		29503		0		29503	false							
394156	9289	0	7992	52747	0	52747	0	0	26809	0	73992	0	13908		14651	2233	1951	43445	56168	1310	3916	1216	26809	10061	19135	28093	6537	708	47228	592	6182	603	621	39822	7998	39258	0	6774	1	0		0		16599		0		16599	false							
394259	46879	0	39998	122859	0	175100	0	0	20000	0	233573	0	38085		35913	63901	8505	134332	195488	770	0	1925	20000	20000	20597	68832	1986	240	89429	11519	19619	0	0	55742	31138	20645	0	31138	0	0		0		15558		0		15558	true							
395238	982534	0	6175496	11807562	0	25340421	0	0	4717072	0	25431292	0	3077571		3085084	15909600	351673	19156254	22353721	8671	0	145557	4717072	3653992	2106322	2108998	911581	271072	4215320	1455849	1481601	193403	10332	2312889	3141185	1305498	0	2937450	0	0		103720		13126		1493318		1610164	true	1856865	2511479	5304754	7527275	871610	110924	
396057	18077	0	3673	24366	0	24408	0	0	0	0	47283	0	3043		9962	7137	3112	20735	44240	0	0	817	0	0	5377	9544	1529	0	14921	583	4747	289	0	6488	5619	0	0	5330	0	0		0		0		0		0	true							
396244	7632	38	5256	81707	0	127215	0	0	0	0	312609	0	4804		47551	172085	8924	120677	307805	1244	0	5261	0	0	31319	67498	1719	485	98817	7128	24744	0	0	53470	31872	23811	0	31872	0	0		0		20126		0		20126	true							
396253	17045	0	41837	367517	0	657824	331313	0	1001	697	406168	0	15028		31315	177712	4888	279472	389864	5202	579	3240	0	0	42067	77089	5554	227	118934	31957	51400	2587	529	93622	86473	182129	0	83357	1	66270		0		146889		0		146889	false							
396954	33013	0	64317	84167	0	151586	0	0	0	0	128288	0	9568		7939	49708	2340	87269	118720	0	0	922	0	0	6960	10416	1315	438	17376	13142	13294	0	0	11191	26436	0	0	26436	0	0		0		0		0		0	true							
397456	21331	0	11022	52001	0	82855	0	0	0	0	51352	0	1503		4899	9775	1595	71831	49849	2	0	219	0	0	3787	7581	1426	0	11368	1239	5786	427	0	7895	7452	8031	0	7025	0	0		0		0		0		0	true							
397531	76376	0	68737	544536	0	716012	0	0	0	0	355572	0	13090		9089	177831	906	644808	340954	2467	1528	275	0	0	20189	32301	858	0	52490	5400	42117	500	0	44259	48017	102952	0	47517	0	0		0		0		0		0	true							
