"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
136048																																							1298	502	34608	0	0	869	0	7008	190177	147101	1689	175637	0	1404	26097	0	14540	500	190177	0	0	11838	0	0	5150	0	8583	138518			0	147223	145819	-2948	0	0	750	0	14540	73	0	
136338																																							71988	14494	160821	0	7602	11613	198	8363	524899	478211	2659	480870	0	2592	0	0	44029	600	524899	0	0	49797	0	0	14900	0	139723	338488			0	252412	249820	-21268	0	0	0	0	44029	0	0	
136655																																							0	1455	9690	0	519	400	0	4470	103956	80043	855	94898	0	806	14000	0	9058	204	103956	0	0	8087	0	0	2025	0	20785	59258			0	87260	86454	-1258	968	0	0	0	9058	0	0	
137205																																							36656	27098	244465	0	918	32164	246	66506	2611219	2294497	20258	2335511	0	19393	19280	0	275708	0	2611219	1390	1476	280532	0	0	20000	6599	232849	2061648			0	2209045	2189652	-24824	0	0	0	0	275708	5525	0	
137447																																							16849	8417	163325	0	3250	3758	212	25494	486080	437935	4023	444312	0	3044	2354	0	41768	188	486080	0	0	57196	0	0	3818	0	79833	358102			0	267819	264775	-19434	0	0	0	0	41768	0	0	
137456																																							321	7412	53500	0	0	2081	30	4782	177900	161931	347	167808	0	1364	5530	0	10092	650	177900	0	0	12079	0	0	3650	0	41757	120174			0	106272	104908	-6287	4866	0	0	0	10092	0	0	
137559																																							0	5639	0	0	1576	1099	0	2197	160799	127219	561	127780	0	1579	0	0	33019	200	160799	0	0	32619	0	0	200	0	31487	95732			0	85131	83552	0	8857	0	0	0	33019	0	57879	
137643																																							893	1720	67483	0	820	880	0	4608	166041	132390	667	140945	0	1157	5350	0	25096	600	166041	0	0	25685	0	0	1775	0	30115	102275			0	90794	89637	-2964	0	0	2538	0	25096	0	0	
137652																																							24407	904	37	0	44612	10244	334	25055	1103359	878949	37977	986926	12537	4743	70000	0	103896	200	1103359	0	0	52646	0	0	51050	81792	428760	450189			0	903002	898259	0	0	0	0	0	116433	0	17715	
137915																																							493185	12093	222372	51686	109523	114001	6622	719541	5777481	4418486	218802	4637288	-6254	88306	0	0	1146447	1	5777481	1	0	6955	0	0	1157548	401	221570	4196916			0	4136092	4047786	-18057	0	0	0	0	1140193	270	0	
138051																																							9237	2766	0	0	608	964	0	2617	171133	136423	843	137266	0	1870	0	0	33867	30	171133	0	0	33212	0	0	625	0	19210	117213			0	126395	124525	0	0	0	0	0	33867	0	30416	
138257																																							13328	1664	63835	0	401	1758	0	2560	125708	122535	523	123058	0	542	0	0	2650	100	125708	0	0	11347	0	0	272	0	51577	70958			0	42704	42162	-9069	0	0	0	0	2650	0	0	
138556																																							2590	3026	19412	0	200	2259	0	5056	127452	115901	1337	117238	0	546	0	0	10214	122	127452	0	0	10383	0	0	2378	0	39102	76799			0	62314	61768	-2669	1107	0	0	0	10214	0	32034	
139133																																							1048	8018	37426	0	2004	5584	0	9856	346230	308629	4232	312861	0	3122	0	0	33369	381	346230	0	0	20958	0	0	14189	0	66489	242140			0	260473	257351	-2159	24943	0	0	0	33369	0	0	
139478																																							4522	6622	330	0	0	10422	0	29932	902147	697008	2283	813022	0	4949	104306	0	89125	23	902147	0	0	81554	0	0	7543	0	103585	593423			0	709292	704343	5	485	0	0	9425	89125	35	145456	
139553																																							38315	22767	388451	0	90	41881	0	28671	1883849	1612504	10802	1760849	0	15549	137543	0	123000	1000	1883849	0	0	118005	0	0	36300	411	319860	1292644			0	1378745	1363196	-32305	67	0	0	0	123000	0	0	
139656																																							303483	62292	970813	0	71861	118214	4621	268211	5361329	4280135	37344	4754864	0	45270	400965	0	606465	1326	5361329	0	0	89265	0	0	557093	217	971512	3308623			0	3600728	3555458	-41219	247	0	0	36420	606465	676	5236	
139740																																							213049	35197	536709	0	0	109806	0	128248	4055782	3397253	32777	3711516	0	30539	281486	0	344266	3000	4055782	0	0	208170	0	0	217161	0	527250	2870003			0	2966357	2935818	-84065	0	96955	0	0	344266	0	0	
139843																																							87252	43385	618816	341	14773	28271	0	87984	3314782	2863096	20051	3018286	0	35930	129000	0	296496	1694	3314782	6139	6139	237462	8706	0	89342	3371	488491	2374605			0	2443345	2407415	-32002	0	0	0	0	296496	8239	90	
140157																																							14894	9292	125434	0	4173	9836	0	10448	512609	396449	1860	423446	0	3872	25137	0	89163	1024	512609	0	0	54559	20	0	38732	0	86276	310173			0	342384	338512	-5152	0	0	0	0	89163	0	0	
140362																																							117467	35197	395497	0	29	23141	0	132179	3717097	3151218	44164	3370723	0	53711	175341	0	346374	36839	3717097	0	0	313381	0	0	0	0	1343396	1807822			0	3065150	3011439	-3846	0	0	0	0	346374	2148	0	
140634																																							1176	3703	39635	0	0	969	242	1629	85976	85449	413	85862	0	313	0	0	114	200	85976	0	0	2373	0	0	5500	0	24513	60936			0	29539	29226	-7959	9000	0	0	0	114	0	396	
141350																																							130	2297	13532	0	734	1567	0	4377	154466	126091	789	141880	0	622	15000	0	12586	300	154466	0	0	14299	0	0	400	0	28860	97231			0	124080	123458	-2413	8371	0	0	0	12586	0	0	
141556	246620	23564	98173	5600	70151	20893	23380	31416	3548577	66166	3004952	26216	101297	111461	0	517409	478	3548577	0	0	514476	16390	0	5606	0		0	3113518	3012221	-3151	0	0	543625	169	0	0	0	0			98173							2826865					111461												192870	2633995							0	0	460	0		169		
141677																																							1022	622	0	0	0	194	0	2916	58964	44705	937	45642	0	198	0	0	13322	0	58964	0	0	13322	0	0	0	0	0	44705			0	36582	36384	0	6282	0	0	0	13322	0	11544	
141958																																							5641	2458	43853	0	0	1269	426	4606	129481	106808	555	107363	0	793	0	0	22118	200	129481	0	0	28770	0	0	500	0	22524	84284			0	71766	70973	-7352	255	0	0	0	22118	0	0	
142049																																							1038	2739	61383	0	0	743	0	2771	161631	138386	963	147410	0	1399	7700	0	14221	550	161631	0	0	21945	0	0	1780	0	23620	114766			0	93097	91698	-10054	1193	0	361	0	14221	66	0	
142179																																							1706	1861	8545	0	0	1442	0	3426	157310	108917	2066	114483	0	282	3500	0	42827	0	157310	0	0	43439	0	0	0	0	178	108739			0	39668	39386	-612	0	778	0	0	42827	0	100166	
142955																																							164733	2911	104795	0	814	7296	2312	12513	890574	799976	9365	809341	0	7955	0	0	81233	1271	890574	0	0	17094	0	0	64191	0	146809	653167			0	600559	592604	-1323	2596	0	0	0	81233	0	0	
143372																																							11677	4277	8450	0	0	5532	0	3112	186649	167924	1620	169544	0	1504	0	0	17105	159	186649	0	0	14650	0	0	2507	0	38525	129399			0	154365	152861	-211	61	0	0	0	17105	0	679	
143662																																							1334111	607643	8653172	226047	1567081	464241	2818	1660869	51892650	41821443	840150	46204983	0	420907	3351955	0	5687667	3561422	51892650	17649	0	-695239	0	0	3131831	65590	13298417	28523026			0	37637013	37216106	-310347	2	0	0	191435	5687667	75308	2013	
143859																																							45543	8375	57881	0	1923	8514	100	15267	468410	396300	2854	426063	0	4314	26909	0	42347	350	468410	0	0	8130	0	0	35650	364	77152	319148			0	333515	329201	-1783	0	0	0	0	42347	72	1170	
143952																																							1778	4023	64792	0	1405	7883	652	7382	265404	188247	882	247918	0	1795	58789	0	17486	390	265404	0	0	14373	0	0	10670	0	49408	138839			0	155483	153688	-7947	2	0	0	0	17486	0	23799	
144034																																							46859	2269	0	0	28791	9978	0	8810	381174	282118	6038	288156	0	3095	0	0	93018	1000	381174	0	0	1229	0	0	90789	3989	68832	213286			0	283573	280478	0	0	0	0	0	93018	0	0	
144052																																							47953	5817	144098	0	0	5053	0	6843	595417	516729	3762	524197	0	5317	0	0	71220	6000	595417	0	0	59474	0	0	9000	0	25232	491497			0	390904	385587	-3254	0	0	0	3706	71220	66	0	
144155																																							1325	10087	187884	0	0	14420	960	6506	516398	341224	9902	489097	0	3295	79000	0	27301	300	516398	0	0	4893	0	0	32700	0	87911	253313			0	298511	295216	-10592	0	0	0	58971	27301	0	0	
144678																																							31507	5035	75619	0	256	2825	0	29701	532208	457118	3761	480879	0	1659	20000	0	51329	0	532208	0	0	59524	0	0	0	0	38889	418229			0	388924	387265	-8195	0	0	0	0	51329	0	0	
144856																																							8745	6757	71444	0	274	11138	0	7086	416611	363189	2874	381063	0	3749	15000	0	35548	4860	416611	0	0	7196	0	0	26250	532	76686	286503			0	314091	310342	-2758	293	0	0	0	35548	0	0	
144913																																							1053	3410	58913	0	0	4448	0	6762	467496	360307	3158	398465	0	2215	35000	0	69031	200	467496	0	0	76246	0	0	500	0	81966	278341			0	248524	246309	-7915	1052	0	0	0	69031	0	145549	
145059																																							23714	1495	42228	0	0	1095	0	5595	132790	121672	1139	122811	0	925	0	0	9979	300	132790	0	0	9808	0	0	1000	0	19170	102502			0	55750	54825	-1129	3838	0	0	0	9979	0	0	
145545																																							14053	12172	110471	0	12282	13138	2098	36742	926975	774295	5816	843495	0	8205	35000	0	83480	133	926975	0	0	53431	0	0	38637	1135	157153	617142			0	530378	522173	-8721	27199	0	0	28384	83480	0	175512	
145554																																							32022	5032	8616	0	0	3812	0	7027	254697	215749	1885	217634	0	2946	0	0	37063	1280	254697	0	0	33445	0	0	2765	0	102499	113250			0	194933	191987	-427	701	0	0	0	37063	0	5500	
145741																																							14980	3030	75221	0	0	1844	0	3751	258704	229606	1249	234096	0	1441	0	0	24608	334	258704	0	0	23896	0	0	2100	0	62279	167327			0	158419	156978	-1722	2900	0	0	3241	24608	0	0	
145844																																							57969	7528	212054	0	4734	8718	0	22204	669499	604157	3401	607558	0	5749	0	0	61941	242	669499	0	0	71283	0	0	3058	0	154000	450157			0	362041	356292	-12642	0	0	0	0	61941	0	0	
146056																																							1151	578	14048	0	0	779	0	2499	74332	67565	524	68089	0	933	0	0	6243	500	74332	0	0	-105	0	0	5969	0	10305	57260			0	41123	40190	-121	2134	12300	0	0	6243	653	0	
146663																																							19234	19887	450187	0	0	12819	0	81798	1328292	1023286	4589	1166175	0	18567	138300	0	162117	2967	1328292	0	0	222965	0	0	4524	344	339215	684071			0	762201	743634	-68339	0	0	0	0	162117	389	0	
147651																																							1247	1424	8842	0	0	958	0	1107	70551	61796	216	62012	0	961	0	0	8539	500	70551	0	0	7636	0	0	500	0	11485	50311			0	50864	49903	-97	7070	0	0	0	8539	0	0	
147679																																							11579	3148	2054	5	3	9507	0	13776	389929	306619	3920	354538	0	1672	43999	0	35391	0	389929	0	0	35592	0	0	0	0	28236	278383			0	313474	311802	-201	0	0	0	0	35391	0	38055	
147857																																							2039	3643	17127	0	0	1559	0	9033	305899	266237	1661	284885	0	2303	16987	0	21014	750	305899	0	0	7239	0	0	21750	0	44894	221343			0	210217	207914	-8725	0	0	0	0	21014	0	64584	
147923																																							61976	4863	14220	0	0	9970	0	12255	695580	624583	2037	626620	0	3058	0	0	68960	1659	695580	0	0	60738	0	0	8384	0	194334	430249			0	492754	489696	-1821	238	0	0	0	68960	0	102362	
148171																																							4697	1078	67885	0	3553	4133	650	16231	354914	280809	1564	317373	0	2609	35000	0	37541	338	354914	0	0	41604	317	0	0	0	53623	227186			0	250544	247935	-4401	8435	0	0	0	37541	0	0	
148238																																							42150	3580	23653	50	0	9571	0	11378	399576	345083	2725	350359	0	3076	36	0	49217	125	399576	0	0	43267	0	0	7451	0	46956	298127			0	299565	296489	-1626	12705	0	2515	0	49217	0	0	
148340																																							8983	5002	21129	0	0	1878	0	3687	126129	116160	902	117062	0	534	0	0	9067	399	126129	0	0	8530	0	0	1506	0	27612	88548			0	85945	85411	-1368	0	0	0	0	9067	39	0	
148470																																							15200	3340	0	0	0	4163	0	14903	303600	222642	11601	274243	0	1370	40000	0	29357	100	303600	0	0	29247	0	0	0	0	66517	156125			0	240000	238630	10	500	0	0	0	29357	0	26864	
148715																																							22005	4392	36800	0	0	2313	0	2431	165826	143109	553	143662	0	801	0	0	22164	240	165826	0	0	13673	0	0	10656	0	32465	110644			0	98686	97885	-2405	0	0	0	0	22164	0	0	
148920																																							5687	1146	3021	0	0	270	55	632	59101	47699	24	47723	0	551	0	0	11378	240	59101	0	0	10809	0	0	350	0	21798	25901			0	47095	46544	-21	1374	0	0	0	11378	0	372	
149150																																							389	3712	31090	0	1941	3266	0	2609	233487	188486	1166	214397	0	2642	24745	0	19090	100	233487	0	0	11230	0	0	9873	518	39650	148836			0	192580	189938	-2113	7	0	0	0	19090	17	0	
150035																																							26821	24396	562764	0	9018	29109	0	69678	1743291	1566387	17816	1586464	95	8196	2261	0	156732	1750	1743291	0	0	169669	0	0	27297	471	469041	1097346			0	1004340	996144	-41984	38	0	0	0	156827	0	24852	
150044																																							77344	12439	66964	351	2491	18636	0	35369	1039028	863665	8723	938167	0	8250	65779	0	100861	2000	1039028	0	0	42657	2555	0	58000	367	187428	676237			0	818004	809754	-1796	12758	0	0	0	100861	0	0	
150727																																							17075	23322	266620	0	10987	20658	0	48621	1227009	1065539	4812	1130351	0	8109	60000	0	96658	725	1227009	0	0	131569	0	0	1341	383	94439	971100			0	840312	832203	-36977	3423	0	0	0	96658	0	3717	
151957																																							39858	10074	211837	0	6866	10112	4915	28352	1152626	925714	5070	1041090	0	11123	107314	0	111536	500	1152626	47814	2992	44349	1837	0	81500	3534	102650	823064			0	796363	785240	-14813	2081	0	0	0	111536	106	0	
152057																																							17239	5658	30289	0	0	3157	0	6013	184411	157733	3577	161310	0	2065	0	0	23101	200	184411	0	0	20111	0	0	4703	0	66946	90787			0	124120	122055	-1913	0	0	0	0	23101	0	0	
152253																																							3675	3023	26561	0	0	1808	0	2875	274759	235635	632	236267	0	3507	0	0	38492	50	274759	0	0	29091	0	0	9950	0	57099	178536			0	125792	122285	-599	4808	0	0	0	38492	0	109724	
152440																																							28321	2941	13883	0	55	545	424	2047	179507	149450	583	150033	0	1494	0	0	29474	50	179507	0	0	29749	0	0	500	0	21535	127915			0	132785	131291	-825	0	0	0	0	29474	0	0	
153054																																							10928	16664	83410	0	951	3282	0	20403	699877	536191	2237	636388	0	11027	97960	0	63489	3792	699877	0	0	63729	0	0	5000	0	197349	338842			0	574698	563671	-9032	568	0	0	0	63489	0	0	
153353																																							51571	19606	305263	0	34098	20635	0	76822	1532889	1294577	15814	1406941	0	14509	82000	0	125948	600	1532889	0	0	71920	0	0	86314	6510	206693	1087884			0	1032893	1018384	-32886	0	0	0	14550	125948	0	0	
154154																																							3117	11628	347154	0	7936	14893	2396	40002	1041143	876963	4492	925455	0	7255	44000	0	115688	1200	1041143	0	0	121637	0	0	19743	0	221336	655627			0	518135	510880	-26892	0	0	0	0	115688	0	103137	
154770																																							36010	1223	64185	0	47	5973	0	48954	1217531	853759	15630	973402	0	43882	104013	0	244129	0	1217531	0	0	250129	0	0	0	0	118561	735198			0	1075702	1031820	-6000	505	0	0	0	244129	28814	0	
155759																																							17256	3548	32898	0	0	507	0	1927	115061	97164	138	97302	0	614	0	0	17759	100	115061	0	0	15845	0	0	3300	0	26237	70927			0	59539	58925	-1486	0	0	0	0	17759	0	0	
156457																																							1980	2179	8618	0	472	854	0	1172	98201	85759	687	89796	0	952	3350	0	8405	110	98201	0	0	1217	0	0	7500	0	16037	69722			0	83784	82832	-422	94	0	0	0	8405	0	0	
156970																																							20015	817	379	0	0	1506	0	4430	153656	132255	700	133054	0	2106	99	0	20602	0	153656	0	0	20624	0	0	0	0	32288	99967			0	128615	126509	-22	0	0	0	0	20602	0	0	
157155																																							453	1538	25317	0	0	776	47	4292	84651	65343	705	76406	0	714	10358	0	8245	500	84651	0	0	919	70	0	9500	0	12883	52460			0	49737	49023	-2674	3135	0	0	0	8245	0	0	
157379																																							13069	371	0	0	0	1578	0	864	138944	125926	278	126204	0	394	0	0	12740	0	138944	0	0	0	0	0	12740	0	23265	102661			0	104488	104094	0	3935	0	0	0	12740	0	15033	
157650																																							10834	1846	23150	0	2057	3103	0	2071	125218	107639	1075	110714	0	1885	2000	0	14504	596	125218	0	0	3694	0	0	10393	0	32933	74706			0	84042	82157	-179	0	0	0	0	14504	0	0	
157744																																							346	4940	62202	0	560	7149	0	13589	330623	305984	3453	309437	0	2915	0	0	21186	101	330623	0	0	13669	0	0	15179	0	50641	255343			0	238497	235582	-7763	4661	0	0	0	21186	94	1500	
157856																																							18740	1019	13291	0	0	462	0	447	57129	46635	70	49177	0	265	0	0	7952	100	57129	0	0	8559	0	0	800	0	18781	27854			0	19949	19684	-1507	3486	0	0	2472	7952	0	0	
158376																																							7445	1561	0	0	0	2137	27	1494	137956	100882	276	105998	0	1022	4840	0	31958	0	137956	0	0	31963	0	0	0	0	25147	75735			0	103559	102537	-5	0	0	0	0	31958	8	22747	
158741																																							7137	5413	52308	0	0	764	0	9217	220191	184428	1325	190855	0	1481	5102	0	29336	400	220191	0	0	32521	0	0	2900	0	31098	153330			0	146833	145352	-6485	0	0	0	0	29336	0	0	
159636																																							208426	27062	893693	0	7527	68656	0	175734	5630161	5056466	46260	5106927	0	53854	4201	0	523234	6995	5630161	0	0	570335	0	0	15398	5094	414027	4642439			0	4287945	4234091	-69494	9878	0	0	0	523234	0	0	
159645																																							1188	391	47064	0	0	1279	0	6925	149999	124337	1515	140852	0	558	15000	0	9147	240	149999	0	0	11699	0	0	2760	0	21410	102927			0	73882	73324	-5552	911	0	0	0	9147	0	18917	
159953																																							10868	1265	76385	0	0	837	0	2188	193308	166003	710	168220	0	1809	1507	0	25088	1200	193308	0	0	24708	0	0	1800	0	40284	125719			0	71709	69900	-2620	0	0	0	0	25088	0	31865	
159971																																							53834	3945	0	0	26708	8099	0	52624	1084258	851433	14857	896290	0	5361	30000	0	187968	0	1084258	0	0	124370	0	0	64600	0	119518	731915			0	802527	797166	-1002	0	0	0	0	187968	37	141845	
160360																																							30348	11156	142356	0	0	14617	157	21917	804958	704844	7041	719385	0	7388	7500	0	85573	2098	804958	0	0	53248	0	0	36092	0	167032	537812			0	591795	584407	-5865	0	0	0	0	85573	0	0	
160454																																							31993	5456	53850	0	1088	2429	0	8595	260773	233725	1440	235165	0	3171	0	0	25608	100	260773	0	0	20755	0	0	8371	0	83445	150280			0	160467	157296	-3618	0	0	0	0	25608	66	0	
160959																																							161990	16967	417300	151	0	4610	2618	37137	2641236	2228992	14973	2329510	0	37849	73012	0	311726	506	2641236	0	0	301319	0	0	5655	0	230332	1998660			0	2036425	1998576	4246	0	0	0	12533	311726	0	1887	
161273																																							87740	35451	183725	0	129210	37838	0	116430	2962088	2400918	33406	2520547	0	11040	86223	0	441541	1	2962088	0	0	18165	0	0	427706	0	574591	1826327			0	2328313	2317273	-4331	0	0	0	0	441541	0	54421	
161602																																							182806	63933	472006	0	11098	43947	429	75761	5178866	4174794	54457	4747172	42	36872	500000	0	431652	8000	5178866	17921	17921	394308	0	0	46314	7282	860794	3314000			0	3892635	3855763	-16970	227	0	0	0	431694	7846	439847	
162337																																							315393	34484	184666	0	5123	13943	1308	35183	1551189	1407889	14816	1422705	0	17795	0	0	128484	200	1551189	0	0	110664	0	0	32678	2143	269341	1138548			0	976741	958946	-15058	0	0	0	0	128484	0	0	
163343																																							17980	3708	0	0	433	1937	0	2679	110947	92075	343	92418	0	1264	0	0	18529	400	110947	0	0	17529	0	0	600	512	26058	66017			0	84962	83698	0	0	0	0	0	18529	0	0	
163549																																							17111	36150	348407	1403	22671	31516	1824	80650	2042975	1783669	35559	1899567	0	15524	80339	0	143408	316	2042975	0	0	95470	0	0	79229	2247	318004	1465665			0	1512737	1497213	-31607	758	0	0	0	143408	0	3025	
163857																																							13067	12103	120712	0	0	6651	0	28401	758636	652892	7759	669502	0	7046	449	0	89134	500	758636	0	0	90860	0	0	1250	3433	153568	499324			0	561043	553997	-3476	1617	0	0	8402	89134	0	18655	
164153																																							7448	2877	61658	0	365	2020	0	2537	144981	128623	969	133592	0	769	4000	0	11389	650	144981	0	0	6217	0	0	9350	636	38130	90493			0	68063	67294	-4828	75	0	0	0	11389	71	0	
164331																																							3884	4255	146855	0	24	1806	912	11882	351742	326956	881	327837	0	1404	0	0	23905	1100	351742	0	0	35043	0	0	1600	0	94801	232155			0	175515	174111	-13838	8013	0	0	0	23905	0	0	
164377																																							7880	547	11860	0	0	3816	744	9349	170244	146352	3175	154527	0	1373	5000	0	15717	0	170244	0	0	15917	0	0	0	0	13405	132947			0	137421	136048	-200	0	0	0	0	15717	0	0	
164957																																							15107	3594	9353	0	0	3452	50	1537	123560	109329	753	110082	0	1207	0	0	13478	200	123560	0	0	12980	0	0	959	0	24807	84522			0	90374	89167	-661	1300	0	0	0	13478	0	0	
164975																																							6439	397	13032	0	46	853	0	4214	131415	116459	308	119767	0	734	3000	0	11648	0	131415	0	0	356	0	0	12405	0	6571	109888			0	107168	106434	-1113	0	0	0	0	11648	0	0	
165628	570173	209032	3386563	50939	1015766	244789	204	1320979	18535850	690556	16042478	430	158522	715808	7500	2492942	10075	18535850	0	0	1015328	0	0	1713923	26504		0	11786196	11627674	-246384	0	0	2493372	10234	72993	0	0	0			3386563							14628614					715808					0	0						3400631	11227983							0	0	0	0		10234		
165758																																							22605	2949	46141	0	0	1285	0	5835	189021	171871	1175	173046	0	1421	0	0	15975	10	189021	0	0	4773	0	4000	7990	1607	54108	117763			0	110020	108599	-798	0	0	0	0	15975	0	0	
166111																																							13800	3308	3059	0	0	6201	63	26380	347777	282988	5076	302734	0	1242	14670	0	45043	0	347777	0	0	49239	0	0	0	0	37299	245689			0	296108	294866	-4196	100	0	0	0	45043	0	0	
166531																																							83745	6355	34402	0	0	12206	4940	14454	489861	439687	1953	441771	0	6701	131	0	48090	8000	489861	0	0	34186	0	0	8000	556	83341	356346			0	339904	333203	-2096	0	0	0	0	48090	0	0	
166652																																							109037	15741	89595	0	3259	8323	0	10003	806863	720132	7054	733435	0	10128	6249	0	73428	500	806863	0	0	30801	0	0	45892	0	229188	490944			0	580138	570010	-3765	0	0	0	0	73428	2	893	
167453																																							9070	2125	41108	0	299	2857	0	4260	154378	126989	735	134724	0	996	7000	0	19654	150	154378	0	0	20698	0	0	1573	0	28833	98156			0	95160	94164	-2767	495	0	0	0	19654	0	0	
167752																																							421	534	14783	0	1065	37	0	884	30773	25551	98	25912	0	186	263	0	4861	50	30773	0	0	2287	0	0	2825	0	6078	19473			0	12635	12449	-301	600	0	0	0	4861	0	0	
168571																																							571	8122	49171	0	3088	22657	0	13597	468782	427698	2055	429753	0	4264	0	0	39029	2	468782	0	0	5560	0	0	39924	0	69157	358541			0	364014	359750	-6457	11825	0	0	0	39029	0	1	
169354																																							17450	10846	434035	0	0	1444	0	14901	576971	520646	2126	522772	0	1964	0	0	54199	1137	576971	0	0	58327	0	0	3607	0	170584	350062			0	100259	98295	-8872	0	0	0	0	54199	0	0	
169653																																							224325	93382	1006660	0	32708	142282	25	176664	6534874	5896089	86801	6036090	0	39697	53200	0	498784	81000	6534874	5089	0	26368	0	0	513303	19484	1414094	4481995			0	3928216	3888519	-121887	0	0	0	0	498784	1751	943985	
169756																																							63212	8096	3684	0	0	8786	0	13994	804405	727302	1417	729940	0	5040	1221	0	74465	672	804405	0	0	55250	0	0	18560	0	261332	465970			0	456384	451344	-17	0	0	0	0	74465	0	255289	
170257																																							5664	2189	35992	0	0	915	0	3092	73137	64415	312	64727	0	302	0	0	8410	300	73137	0	0	9346	0	0	300	0	32082	32333			0	25587	25285	-1536	0	0	0	0	8410	0	0	
170275																																							29703	4456	70106	141	0	5383	0	13550	373745	334635	1838	337643	0	1280	1170	0	36102	0	373745	0	0	40996	0	0	0	0	57064	277571			0	238800	237520	-4894	0	0	0	0	36102	0	12886	
170332																																							33216	3663	26350	0	0	12236	0	9200	376822	343016	2039	348146	0	4623	3091	0	28676	1400	376822	0	0	22931	0	0	9366	0	61084	281932			0	296780	292157	-5021	0	0	0	0	28676	0	0	
171133	30382	3898	826	0	0	2639	0	1116	100505	3221	90644	0	1515	0	0	9861	14804	100505	0	0	-10195	0	0	5299	0		0	63159	61644	-47	0	59	9861	0	0	0	0	0			826							87364					0												20569	66795							0	0	0	58		0		
171656																																							27927	1921	36858	0	289	3629	0	6637	209320	187209	813	194022	0	1607	6000	0	15298	400	209320	0	0	13006	0	0	2700	0	43343	143866			0	133666	132059	-808	0	0	0	0	15298	0	0	
171759																																							1477	2743	37578	0	549	7746	0	8538	209000	179474	890	193601	0	1813	13237	0	15399	700	209000	0	0	15006	0	0	4577	0	40805	138669			0	148557	146744	-4884	3625	0	0	0	15399	0	0	
171768																																							69267	11818	161610	29	413	38932	4063	17244	1264496	1030562	5958	1110698	0	7535	74178	0	153798	656	1264496	0	0	150250	0	0	13350	1054	239955	790607			0	967518	959983	-10458	0	0	0	0	153798	83	0	
172251																																							2843	1542	3261	0	0	636	27	430	59619	53300	174	53474	0	555	0	0	6145	100	59619	0	0	2389	0	0	3650	0	14191	39109			0	48350	47795	6	3085	0	0	0	6145	0	0	
172457																																							35075	1577	5700	0	281	9625	0	14918	416871	378902	2376	386362	0	3354	5000	0	30509	980	416871	0	0	22232	0	0	11223	0	80466	298436			0	352549	349195	-3926	0	0	84	0	30509	0	500	
172475																																							26800	9003	0	0	282	8115	0	15790	568108	494894	5261	519687	0	2563	19532	0	48421	100	568108	0	0	39321	0	0	9000	0	84659	410235			0	458297	455734	0	0	0	0	0	48421	0	52384	
172859																																							831	3237	28298	0	4980	1074	0	8060	216472	182068	1093	189111	0	1945	5950	0	27361	210	216472	0	0	19917	0	0	8240	0	48275	133793			0	158818	156873	-1006	0	0	0	0	27361	73	13046	
173306																																							7758	6967	151185	5943	372	11401	0	20737	552605	506456	6114	514314	0	1323	1744	0	38291	400	552605	0	0	49562	0	0	1000	1085	21264	485192			0	348480	347157	-12671	0	0	0	0	38291	0	0	
173557																																							12163	2241	52803	0	0	4979	0	2581	305024	270147	634	270781	0	3810	0	0	34243	750	305024	0	0	28688	0	0	5745	0	80275	189872			0	232126	228316	-940	24	0	0	0	34243	0	1917	
173575																																							3341	10003	260475	0	0	14370	0	56927	2026736	1778605	10733	1866067	0	7890	76729	0	160669	0	2026736	0	0	184747	0	0	0	0	339375	1439230			0	1643976	1636086	-24078	0	0	0	0	160669	15741	29793	
173641																																							41086	10915	73502	0	0	2035	0	6909	417002	376880	2968	379848	0	3045	0	0	37154	900	417002	0	0	41804	0	0	1000	0	67290	309590			0	285600	282555	-6550	0	0	0	0	37154	0	0	
173959																																							1944	1163	53813	0	0	753	0	5766	93106	80754	584	81338	0	236	0	0	11768	276	93106	0	0	16030	0	0	276	0	19996	60758			-15	26373	26137	-4799	3530	0	0	0	11768	0	0	
174321																																							28056	3729	25544	0	0	7151	0	1854	193168	177018	519	177537	0	1959	0	0	15631	2322	193168	0	0	6370	0	0	8552	0	94208	82810			0	128793	126834	-1613	0	0	0	0	15631	0	0	
174367																																							8802	500	16118	0	2575	1068	625	1176	63094	54331	679	55010	0	222	0	0	8084	500	63094	0	0	2158	0	0	7336	0	16514	37817			0	22506	22284	-1910	0	0	0	0	8084	0	9946	
