"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
188430	0	0	0	0	0	0	115	98		0		0	198	198		0		0	0	0	0	0	0	0	0	0			0	0	7	0	0	0			0	0	0	1	0	9	0	0	0	0		0	0	0	0	
188449	0	0	0	0	0	0	62	25		0		0	234	159		38		0	0	38	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	37	37	
188720	0	0	0	0	0	0	68	0				0	651	24		0				0		0	0	0	1	0			0	0	0	1	6	3			0	0	0	0	0	2	0	0				487	43	130	22	
188739	0	0	0	0	0	0	26	2				0	106	57		0				0		0	0	0	0	0			0	0	18	0	1	0			0	0	0	0	0	0	0	0				0	1	48	5	
188917	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
189129	0	0	0	0	0	0	40	25				7	442	27		91				0		0	0	0	0	0			0	0	1	1	0	0			0	0	0	0	303	0	0	0				11	0	10	6	
189950	0	0	0	0	0	0	26	1				22	2	0		0				0		22	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	3	0	0	
190563	0	0	0	0	0	0	93	70				0	524	419		0							0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0				26	13	79	6	
190648	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
190947	0	0	0	0	0	0	4	0				2	55	2		7				0		0	0	0	0	0			0	0	0	2	44	0			0	0	0	0	0	0	0	0				2	0	0	0	
190956	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
191355	0	0	0	0	0	0	5	0		0		0	19	0		11		0	0	11	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		3	0	5	5	
191935	0	0	0	0	0	0	82	38				0	92	33		0				0		0	0	0	3	21			0	0	1	0	0	0			0	0	0	0	0	0	0	14				0	0	56	8	
192147	0	0	0	0	0	0	422	23		0		0	848	7		32		0	0	0	0	0	0	0	0	0			18	3	18	0	18	226			0	0	0	0	0	0	512	365	0	0		21	0	14	13	
192558	0	0	0	0	0	0	105	0		0		76	160	44		78		0	0	0	0	0	0	0	0	0			0	0	9	0	0	0			0	0	0	0	0	0	17	0	0	0		15	19	6	1	
192651	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
192857	0	0	0	0	0	0	40	2				18	307	188		26				0		0	0	0	0	0			17	0	0	0	0	0			0	0	0	0	50	19	0	0				0	0	26	1	
193162	0	0	0	0	0	0	99	29				0	184	32		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				137	66	15	4	
193537	0	0	0	0	0	0	15	3				3	142	116		26				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	9	0	0				0	0	0	0	
193649	0	0	0	0	0	0	69	60				0	10	0		1				0		0	0	0	0	5			0	0	0	0	0	0			0	0	0	0	0	4	0	0				0	0	9	0	
193809	0	0	0	0	0	0	1	1		0		0	8	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	8	0	
194440	0	0	0	0	0	0	0	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	0	0	
194570	0	0	0	0	0	0	2	0				0	13	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	13	2	
194936	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
195111	0	0	0	0	0	0	1226	3				0	2790	181		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	629	0				1978	1220	2	3	
195157	0	0	0	0	0	0	0	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	0	0	
195456	0	0	0	0	0	0	8	0				0	67	8		54							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	5	6	
196752	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
196800	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
197142	0	0	0	0	0	0	23	0				0	33	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	9	0	1				18	7	15	6	
197254	0	0	0	0	0	0	0	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
197302	0	0	0	0	0	0	0	0				0	3	0		3				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
197478	0	0	7	41			10778		9515	519	0	251	58850		0	30	30453	837	0	0	0	0	0	0	0	19	0	0	126	13	78	9	1616	813		0	0	9	1996	0	158	2	22814	72	0	0	0	0	0	0	250	
197759	0	0	0	0	0	0	114	62				29	3580	621		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	23	0	0	2958	0				1	0	0	0	
198073	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
198149	0	0	0	0	0	0	44	3				25	230	159		70				70		23	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	16	0	0				0	0	1	0	
198251	0	0	0	0	0	0	0	0				0	2	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
198961	0	0	0	0	0	0	7	6				0	10	6		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	1	
199137	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
199351	0	0	0	0	0	0	0	0				0	11	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	11	0	
199436	0	0	0	0	0	0	15	13				0	1283	1108		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	131	0	0	0				1	0	43	2	
199463	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
200435	55	45	0	0	0	0	292	42		0		38	281	61		141		0	0	0	0	0	0	0	0	0			0	0	91	21	0	0			0	0	0	25	0	10	0	0	0	0		12	12	12	8	
201254	0	0	0	0	0	0	7	0				6	23	0		23				0		0	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
201834	0	0	0	0	0	0	134	130		0		0	442	0		0		0	0	0	0	0	0	0	0	0			0	0	0	4	442	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
202514	0	0	0	0	0	0	11	2				0	178	71		0				0		0	0	0	0	0			0	0	1	0	55	0			0	0	0	0	0	0	0	0				11	1	41	7	
202541	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
202907	0	0	446	2	0	0	9883	288		1		153	22529	1253		0		0	0	0	0	0	0	0	2	0			0	0	32	1	180	109			0	0	0	0	56	188	4309	28	0	0		9127	5497	7047	3694	
203043	0	0	0	0	0	0	22	3		0		9	127	0		71		0	0	0	0	0	0	3	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		24	6	32	4	
203052	0	0	0	0	0	0	15	0				0	15	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				15	15	0	0	
203575	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
204004	0	0	726	0	0	0	1823	322		0		57	10462	6894		322		0	0	0	0	0	0	0	0	115			0	0	144	157	0	0			0	0	0	0	0	92	2406	813	0	0		1	7	113	116	
204237	0	0	0	0	0	0	235	18				0	18	8		0							0	0	0	169			6	6	0	0	0	0			0	0	0	0	0	0	0	38				0	3	4	1	
204826	0	0	0	0	0	0	55	0				0	10	1		0				0		0	0	0	0	0			0	0	54	0	2	0			0	0	0	0	0	0	0	0				0	0	7	1	
205243	0	0	0	0	0	0	186	15				0	546	209		0				0		0	0	0	0	0			15	6	93	0	4	0			0	0	24	0	0	0	0	0				96	31	198	41	
205346	0	0	0	0	0	0	1	0				0	6	6		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
205458	0	0	0	0	0	0	13	10				0	229	0		229				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	3	
205542	0	0	0	0	0	0	1	0				1	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
206156	0	0	0	0	0	0	11	0				1	1	0		1				0		0	0	0	0	0			0	0	8	0	0	0			0	0	0	0	0	2	0	0				0	0	0	0	
206174	0	0	0	0	0	0	6	6				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
206473	0	0	0	0	0	0	0	0				0	16	0		0							0	0	0	0			0	0	0	0	16	0			0	0	0	0	0	0	0	0				0	0	0	0	
206772	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
206950	0	0	0	0	0	0	3	0				0	9	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	9	3	
207041	0	0	0	0	0	0	104	0				78	102	0		88							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	14	24	
207050	0	0	0	0	0	0	19	0		0		0	62	3		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	5	0	0	0	0	0	0		0	0	59	14	
207452	0	0	0	0	0	0	31	6				0	60	5		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	0	52	25	
207470	0	0	0	0	0	0	79	0				1	1587	0		3							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	1584	78				0	0	0	0	
207555	0	0	0	0	0	0	4	4				0	17	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				17	0	0	0	
207845	0	0	0	0	0	0	37	1				2	1162	20		0				0		0	0	0	0	0			67	12	3	0	0	0			0	0	0	0	0	0	1047	0				2	0	26	19	
207872	0	0	0	0	2193	333	378	42				0	2535	342		0				0		0	0	0	0	0			0	0	0	0	0	0			0	3	0	0	0	0	0	0				0	0	0	0	
208057	0	0	0	0	0	0	663	136		0		0	21	0		0		0	0	0	0	0	0	0	0	0			0	0	111	35	0	0			0	0	0	0	0	381	0	0	0	0		7	0	14	0	
208244	0	0	2595	0			11714		2665	0	0	27	89896		0	0	47510	0	0	242	0	24	0	0	258	286	0	0	0	0	340	1120	398	90		0	0	344	705	37	4235	2001	22430	275	0	0	939	5715	2062	5718	1594	
208347	0	0	0	0	0	0	8	1				0	5	0		5				0		0	0	0	0	0			0	0	7	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
208440	0	0	0	0	0	0	6	3				0	31	19		10				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	3	
208459	0	0	0	0	0	0	117	117				0	398	398		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
208570	0	0	0	0	0	0	27	4				0	0	0		0				0		0	0	4	0	0			0	0	12	0	0	0			0	11	0	0	0	0	0	0				0	0	0	0	
208655	0	0	0	0	0	0	36	33				0	11	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	1	0	0				0	0	11	2	
208972	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
209148	588	0	0	0	0	0	126	0		0		0	1020	0		425		0	0	425	0	0	0	0	0	0			0	0	125	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	7	1	
209362	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
209559	0	0	0	0	0	0	1	0				0	7	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	1	
209858	0	0	0	0	0	0	16	8				3	1229	919		8				0		0	0	0	0	0			0	0	0	5	44	0			0	0	258	0	0	0	0	0				0	0	0	0	
210238	0	0	0	0	0	0	173	41				0	191	58		0				0		0	0	0	0	0			0	0	0	4	0	0			0	97	0	4	0	0	0	0				68	16	65	11	
210256	0	0	0	0	0	0	1	0				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	4	0				0	0	0	1	
210434	0	0	0	0			2645		157	0	0	35	2524		0	5	2	0	0	0	0	0	0	0	0	95	0	0	0	0	916	175	81	0		0	0	0	0	0	263	1264	2066	0	0	0	0	0	0	107	3	
211114	0	0	0	0	0	0	7	0				0	22	0		0							0	0	0	0			0	5	0	0	8	0			0	0	0	0	0	0	0	0				0	0	14	2	
211271	0	0	0	0	0	0	49	0		0		0	68	0		0		0	0	0	0	0	0	0	0	0			0	0	34	0	68	0			0	0	0	0	0	0	0	15	0	0		0	0	0	0	
211338	0	23	0	0	0	0	57	0				11	81	0		18				0		0	0	0	0	0			0	0	6	2	0	0			0	0	0	0	0	0	0	0				34	11	29	4	
211851	0	0	0	0	0	0	2	0				2	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
212018	0	0	0	0	0	0	187	116		0		0	1026	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	332	0	0	0	412	0	0	0		0	2	282	69	
212344	0	0	0	0	0	0	9	4				0	123	118		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	5	0	0	
212522	0	0	0	0	0	0	206	2		0		0	846	9		0		0	0	0	0	0	0	0	26	1			239	16	46	1	68	11			0	0	0	0	0	0	31	50	0	0		53	21	409	69	
212577	0	0	0	0	4676	428	931	185		0		0	7070	1666		0		0	0	0	0	0	0	0	6	5			0	0	77	0	50	0			0	0	132	4	0	0	0	0	0	0		337	105	203	127	
213471	0	0	0	0	0	0	8	0				0	37	0		0				0		0	0	0	0	0			0	0	8	0	37	0			0	0	0	0	0	0	0	0				0	0	0	0	
213538	0	0	0	0	0	0	24	16				0	51	0		1							0	0	0	0			0	0	0	0	40	0			0	0	0	0	0	0	0	0				0	0	10	8	
213912	0	0	0	0	0	0	1	0				1	1	0		1							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
213958	0	0	0	0	0	0	0	0				0	15	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	15	0	0	0				0	0	0	0	
214106	0	0	0	0	0	0	133	25		0		0	333	53		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	5	280	103	
214414	0	0	0	6	0	0	207	21		0		10	587	26		0		0	0	0	0	10	0	0	0	1			0	3	3	0	0	0			0	0	0	0	0	15	0	0	0	0		223	25	338	123	
214722	0	0	0	0	0	0	114	66		0		0	187	9		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	2	0	0	0	0		0	0	178	46	
214807	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
215345	0	0	0	0	0	0	36	21				10	81	44		0				0		2	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				12	0	25	3	
215653	0	0	0	0	0	0	9	0				0	34	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				32	6	2	3	
215662	0	9	0	0	0	0	47	29		0		5	57	0		33		0	0	0	0	0	0	0	0	0			3	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	21	4	
215710	0	0	0	0	0	0	10	0				0	28	0		0				0		0	0	0	0	0			0	0	4	0	4	0			0	0	0	0	0	0	0	0				0	0	24	6	
216164	0	0	0	0	0	0	9	0				0	97	83		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	14	9	
216922	0	0	0	0	0	0	2070	1304		0		76	9524	4870		367		0	0	367	0	76	0	0	0	20			696	78	80	3	127	68			0	40	0	96	1340	123	938	29	0	0		0	12	1118	209	
217059	0	0	0	0	0	0	7	5		0		1	1	0		0		0	0	0	0	1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	1	1	
218131	0	0	0	0	0	0	9	0				0	82	34		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	48	9	
218261	0	0	0	0	0	0	4	0				0	5	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	4	
218878	0	0	0	0	0	0	38	12				0	48	0		0							0	0	13	0			0	0	0	0	0	0			0	0	0	0	0	0	7	25				0	1	28	0	
219044	0	0	0	0	0	0	3	3				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
219651	0	0	0	0	0	0	153	135				0	80	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	80	18	
219679	0	0	0	0	0	0	8	0				0	2	0		2							0	0	0	0			0	0	8	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
220059	0	0	0	0	0	0	58	24				0	57	0		0				0		0	0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	1	0	0				0	3	57	29	
220527	0	0	0	0	0	0	234	45		0		0	533	164		0		0	0	0	0	0	0	0	5	41			0	0	12	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	364	136	
220844	0	0	0	0	0	0	9	9				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
220974	0	0	0	0	0	0	342	0				0	1286	10		0				0		0	0	0	0	0			0	0	328	4	37	9			0	0	1131	0	0	0	0	0				7	10	92	0	
221775	0	0	0	0	0	0	84	5				0	0	0		0							0	0	0	0			0	0	61	0	0	0			0	6	0	12	0	0	0	0				0	0	0	0	
222156	0	0	0	0	0	0	0	0				0	11	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				11	0	0	0	
222558	24	0	0	0	0	0	26	19				0	31	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	7	7	
222754	0	0	0	0	0	0	30	22				0	75	0		0				0		0	0	0	0	0			0	0	0	8	0	70			0	0	0	0	0	0	0	0				0	0	5	0	
223322	0	0	0	0	0	0	195	39		0		12	7656	78		7154		0	0	0	0	0	0	0	0	0			0	0	12	0	0	46			0	0	0	0	0	0	0	1	0	0		48	0	330	131	
223452	0	0	0	0	0	0	23	0				9	147	0		4				0		0	0	0	0	0			0	0	7	0	122	0			0	0	0	0	0	0	0	0				21	7	0	0	
223751	0	0	0	0	0	0	2	1				1	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
223845	0	0	0	0	0	0	23	0				0	96	14		0				0		0	0	0	0	0			0	1	0	0	0	0			0	0	0	0	0	0	27	0				55	22	0	0	
224954	0	0	0	0	0	0	3	0				0	9	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	9	3	
225054	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
225157	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
225559	0	0	0	0	0	0	14	2				0	156	25		0				0		0	0	0	10	0			0	0	0	0	0	0			0	0	0	0	0	5	0	0				0	0	121	7	
225942	0	0	0	0	0	0	0	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	0	0	
226949	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
227151	0	0	0	0	0	0	27	4				7	24	0		20				0		0	0	0	0	0			0	0	15	0	0	0			0	0	0	0	0	0	0	0				4	1	0	0	
227357	0	0	0	0	0	0	1	0				0	1664	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	1606	0	0	0	0	0				15	1	43	0	
227656	0	0	0	0	0	0	1	0				1	0	0		0							0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				0	0	0	0	
227777	0	0	0	0	0	0	1	0				0	24	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	24	1	
228000	0	0	0	0	0	0	115	27				0	159	0		0				0		0	0	0	18	10			0	0	64	0	37	0			0	0	0	0	74	3	0	0				3	4	27	7	
228158	0	0	0	0	0	0	193	44				98	460	111		65				0		0	0	0	0	0			0	0	11	0	87	0			0	0	0	0	0	0	0	0				161	35	36	5	
228279	0	0	0	0	0	0	21	16				0	13	0		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				13	3	0	0	
228345	0	0	0	0	0	0	1	0				0	12	0		0							0	0	0	0			12	1	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
229070	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
229173	0	0	0	0	0	0	0	0				0	1	0		0							0	0	0	0			0	0	0	0	0	1			0	0	0	0	0	0	0	0				0	0	0	0	
229342	0	0	0	0	0	0	0	0				0	18	17		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
229454	0	0	0	0	0	0	4	1				3	28	0		6							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	22	0	
229801	0	0	7320	297			8291		3851	0	0	0	102656		0	19551	33697	0	0	0	0	0	0	0	0	0	0	0	1482	75	261	9	72	74		3142	0	0	1704	455	754	19	30585	327	0	0	917	4204	2067	71	13	
229913	0	0	0	0			0		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230423	0	0	0	0	0	0	9	4				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	1				0	0	0	4	
230610	0	0	0	0	0	0	0	0				0	26	14		0				0		0	0	0	0	0			0	0	0	0	7	0			0	0	0	0	0	0	0	0				1	0	4	0	
230759	0	0	0	0	0	0	483	15		0		440	1773	0		1751		0	0	0	0	0	0	0	0	0			0	0	20	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	22	8	
231279	0	0	0	0	0	0	0	0				0	3	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
232847	0	0	0	0	0	0	0	0				0	15	12		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	0	0	0	
232856	0	0	0	0	0	0	62	0				0	201	0		0				0		0	0	0	0	0			0	0	2	0	103	0			0	0	0	0	0	0	0	20				1	0	97	40	
233031	0	0	0	0			67000		27000	0	0	8000	438000		0	61000	158000	0	0	2000	0	0	0	0	2000	3000			50000	7000	1000	1000	2000	0	7000	2000	0	0	0	0	3000	1000	58000	1000	0	0	2000	1000	1000	99000	15000	
233246	0	2	0	0	0	0	2	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
233358	0	0	0	0	0	0	19	6				2	127	24		34				34		2	0	0	0	0			0	0	0	0	17	0			0	0	0	0	0	0	0	0				34	11	18	0	
233442	0	0	0	0	0	0	13	0				0	280	2		0				0		0	0	0	0	0			0	0	0	0	33	0			0	0	0	0	67	0	0	0				81	3	97	10	
233527	0	0	0	0	0	0	9144	7534				0	9164	7027		0				0		0	0	0	128	100			864	782	16	113	0	87			0	0	0	0	374	240	63	136				394	115	227	108	
