"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT89	RCONMT91	RCONMT93	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
102333	8189	0	9657	16334	0	32332	0	0	0	0	31348	0	1269		5684	7056		22675	30079	0	0	122	0	0	3963	7315	876	0	11278	1491	2458	0	0	6470	3949	0	0	3949	0													
102342	32735	0	20876	67714	0	128302	0	0	14342	0	289352	0	65163		48488	81826		107414	224189	12	0	2120	2006	2006	26413	48810	12968	1028	75223	18989	59629	6956	0	40731	85572	269	12336	78618	0													
102557	3142	0	3599	25650	0	30986	0	0	0	0	123775	0	2246		19691	33550		27387	112212	0	9317	3928	0	0	9285	52253	628	201	53546	6292	18423	0	0	42676	24715	6820	0	19519	9317													
102874	35650	0	42	33413	0	33413	0	0	0	0	139896	0	330		42244	23258	13919	33371	139566	0	0	5064	0	0	16977	49381	3901	0	66358	2064	8665	0	0	28015	10729	0	0	10729	0	0	0	0	0	0	true							
103134	9089	0	16554	22248	0	39300	0	0	0	0	29537	0	623		2985	429		22746	28914	0	0	3433	0	0	4623	4869	556	0	9492	1764	8207	0	0	7063	9971	0	0	9971	0													
104234	19156	0	4184	59789	0	75265	0	0	0	0	64378	0	2039		10258	18393		69622	61694	1459	645	821	0	0	5060	12923	2806	1886	17983	815	2776	286	277	12417	4154	0	0	1591	0													
104542	14454	0	2849	14571	0	23071	0	0	0	0	43169	0	4204		9895	427		20222	38965	0	0	792	0	0	4467	13912	2451	734	18379	2352	4374	0	0	11669	6726	0	0	6726	0													
104971	1698	0	0	121	0	519	0	0	0	0	24345	0	0		10604	2890		519	24345	0	0	2453	0	0	5248	10364	1526	246	15540	1245	332	797	0	6779	2374	0	0	1577	0													
105026	73073	2	760	155284	0	184672	0	0	15386	0	278839	0	7286		46931	82119		183864	271104	46	449	12912	15386	15386	30359	41095	10865	8088	71454	9076	18463	3099	2601	43476	33239	15386	0	27539	0													
105473	412746	6	32093	342991	0	362689	0	0	0	0	1780487	0	5205		246446	657929		330208	1775250	382	32	68921	0	0	138931	297102	24991	12860	436033	90620	139576	4254	1476	227439	235926	0	0	230196	0													
105530	36703	0	13276	51653	0	73906	0	0	167	0	135019	0	13145		23619	22990		60136	121874	494	0	6476	167	0	12772	47727	1675	27	60499	4998	7498	627	0	38582	13123	42504	0	12496	0													
106359	148775	0	84676	1380002	0	1380002	0	0	22218	0	1091561	4750	55032		80677	642833	37670	1295024	1031779	302	0	3440	22218	17218	60673	99720	11973	1378	159614	46598	78335	1276	0	93069	126209	229697	0	124933	0	0	0	225542	0	225542	true	230071	260157	159382	446900	136127	12648	
106452	93679	0	4788	149700	0	318001	0	0	0	0	244371	0	1535		8739	135665		313076	242836	137	0	1897	0	0	3123	6610	2235	1343	9733	762	954	0	0	4572	1716	633	0	1716	0													
106676	3156	0	0	3552	0	3552	0	0	5225	0	69824	0	501		24806	6796		3552	66994	0	2329	2208	2329	1539	17579	28060	1630	461	45639	3052	9090	0	0	22924	12142	0	0	12142	0													
107244	8013022	12	208694	436495	0	1586438	0	0	2650328	0	32398487	0	4151513		6446801	5390571	873366	1377732	28213209	0	33765	472546	2650328	2649154	4539843	8183639	443903	10968	12723482	2466403	3195344	152514	2278	6731553	5816539	454180	0	5661747	34152	0	0	1541490	0	423934	true	110815	47348	1737952	3652619	2522458	5490564	
107570	37948	0	57478	54017	0	147320	0	0	56404	0	309816	0	52709		75856	99270		79842	257107	10000	0	683	56404	26328	20037	38774	21229	14467	58811	22125	44577	11388	0	18652	78090	0	0	66702	0													
107758	23942	0	512	613	0	18855	0	0	6000	0	38214	0	3528		3487	350		18343	28686	0	6000	136	0	0	2008	2554	468	1360	4010	0	5532	0	2000	2903	7532	0	4000	5532	0													
108072	22880	0	5381	34872	0	59295	0	0	0	0	106930	0	3582		18463	23008		53914	98881	0	4467	2510	0	0	10501	24011	10374	312	34512	4872	9944	1027	0	26736	15843	0	0	14815	4467													
108269	6173	0	5457	18834	0	23312	0	0	8656	0	17607	0	4076		1503	8139		17855	13003	0	528	1327	0	0	1902	639	90	15	2009	649	0	0	0	1143	649	8208	0	649	0													
108652	30305	0	6425	19145	0	19145	0	0	0	0	38609	0	870		865	5037		12720	37739	0	0	0	0	0	0	2071	235	54	2071	0	905	0	0	1497	905	25	0	905	0													
108746	10807	0	9163	17338	0	34606	0	0	3997	0	38265	0	2321		10794	6039		25443	35944	0	0	527	3997	3997	4045	13342	1066	111	17387	0	2855	0	0	7770	2855	0	0	2855	0													
108951	48921	31	156007	112286	0	351785	0	0	20000	0	256797	0	12091		49679	47866		195747	244706	0	0	2889	0	0	32162	52718	12445	885	84880	16842	20810	24148	0	48531	61800	0	0	37652	240													
109136	220096	0	5502	23037	0	35535	0	0	0	0	470487	0	82360		31003	62297		30033	388127	0	0	6781	0	0	13760	57222	4678	1020	70981	46049	60799	4263	303	45676	111414	8659	0	106848	0													
109154	14035	0	3073	24871	0	30302	0	0	28859	0	86188	0	2438		27888	24819		27229	83750	0	0	0	28859	13859	9070	12939	988	15924	22009	1869	6544	0	0	11033	8413	264	0	8413	0													
109453	17815	0	4821	87740	0	87963	0	0	6000	0	191227	0	51268		33936	50298		83142	132319	0	7640	1062	6000	0	14301	44112	21115	1740	58413	4826	35862	885	274	47332	41847	9849	0	40688	7161													
109574	53091	0	3801	95471	0	140283	0	0	0	0	375536	0	14836		49213	77951		136469	360700	13	0	15887	0	0	34486	59547	10068	4893	94033	45215	64069	21409	4808	59781	135501	0	0	109284	0													
109659	196721	0	9166	58139	0	58288	0	0	16729	0	342445	0	36490		10318	52529		47389	305708	1733	247	1617	16729	0	42919	23469	3000	252	66388	12356	10288	909	0	59324	23553	98632	0	22644	0													
110413	98384	0	16139	1041064	0	1161318	0	0	330970	0	269056	0	14614		14843	127980	3463	1144685	254442	494	0	653	330970	330970	11586	12129	1456	110	21315	3474	13937	0	0	10438	17411	0	0	17411	0	0	0	0	0	0	true	18048	104115	44471	80265	89912	8354	
110936	4621	21	0	970595	0	971951	0	0	0	0	1860789	0	0		221226	614361		971646	1839180	284	21609	352	0	0	145436	344673	56037	27399	490109	167396	427331	32184	41352	352318	668263	0	0	594727	0													
110945	34072	0	6097	148289	0	148289	0	0	0	0	155710	0	8328		31442	0		142192	127081	0	20301	2270	0	0	14622	46330	13641	4861	60816	8852	22415	10917	0	48012	42184	0	0	31267	20236													
110972	7629	0	7362	17510	0	28888	0	0	8125	0	46602	0	5427		8301	3611		21526	41175	0	0	0	8125	6581	7879	15918	678	44	14749	2678	8166	0	0	16217	10844	0	0	10843	0													
111157	9063	0	1329	12620	0	16892	0	0	15387	0	47794	0	747		8951	14894	1550	15563	47047	0	0	0	15387	13647	5475	8374	2673	1271	13849	1783	4261	0	0	8842	6044	0	0	6044	498	0	0	0	0	0	true							
111205	124453	0	23577	178484	0	298730	0	0	26334	0	480478	0	20188		90216	134784		272428	459071	2725	1219	12737	26334	26334	48806	112357	8331	1761	161162	10471	33914	5285	318	81039	49988	148290	0	44384	0													
111942	58363	0	8369	123583	0	209191	0	0	47945	0	351939	0	23414		82351	157668		200822	327040	0	1485	3187	47945	8000	13413	46021	30678	14231	38111	3936	24983	2645	0	21993	31564	34668	0	28919	0													
112163	716656	0	47128	444670	0	462552	0	0	0	0	2251506	0	155039		124788	818000	40838	415424	2094562	0	1905	21040	0	0	119532	274034	13046	2695	393566	78124	215691	13461	267	284519	307543	32792	0	293815	0	0	0	19765	0	19765	true	177652	237772	0	755064	0	641390	
112332	11268	0	37371	30669	0	77172	0	0	486	0	68659	0	9071		15301	8660		39801	59588	0	0	916	486	486	11191	20099	3318	10	31290	1334	10488	2289	0	19318	14111	0	0	11822	0													
112510	26776	0	3025	22053	0	39359	0	0	0	0	62888	0	1299		15232	0		36334	61589	0	0	723	0	0	7195	17525	2403	300	24719	1584	7105	0	0	12191	8689	0	0	8689	0													
112556	8210	0	641	14344	0	16775	0	0	0	0	41760	0	3503		13496	6352		16134	38257	0	0	1176	0	0	12024	9003	1518	1288	21027	1639	1726	0	0	10337	3365	0	0	3365	0													
112837	275804585	1545	5320951	55393621	0	63775486	0	0	20784522	0	435051584	0	161790		55938790	54262422	3345003	58450465	434889547	2525	247	1328555	20736976	9277587	13598117	52116657	19580769	2775387	65714774	2770179	11516847	2113208	513413	32132140	16913647	811461	45659	14287026	28438345	0	0	4266515	0	0	true	10651280	19186091	5027169	49235253	274533378	1194397	
113003	39064	0	472	11497	0	59878	0	0	0	0	127187	0	5039		21978	45442	12757	59406	122148	0	0	3809	0	0	6490	27373	3743	2189	33684	529	2356	0	0	17818	2885	0	0	2885	0	0	0	0	0	0	true							
113030	16923	0	2093	36306	0	67791	0	0	0	0	67582	0	4170		13850	8518		65698	63412	0	0	2059	0	0	5576	19950	1423	389	25526	872	13584	0	347	13488	14803	0	0	14456	0													
113441	149454	0	213515	689758	0	690094	0	0	87035	0	432542	0	47425		128842	56130		476579	385117	0	0	6856	87035	56886	52822	71669	34613	2841	124491	23076	40747	1190	0	33103	65013	0	0	63823	0													
113601	41714	0	38747	402718	0	520583	0	0	428727	0	964024	0	15789		344036	447770		476882	524286	4954	423949	1305	428727	428727	102090	271061	5288	523	373151	15925	68860	10794	0	34926	95579	284009	0	84785	249													
113740	385376	254	98066	97528	0	263294	0	0	0	0	942812	0	61750		69570	323136	14906	164974	881062	0	0	5554	0	0	40402	80810	4433	808	121212	33966	72878	1002	0	56883	107846	22820	0	106844	0	0	0	0	0	0	true	0	0	210416	112720	381042	4334	
114149	41646	0	9829	60843	0	89660	0	0	591	0	138151	0	5090		20355	50169		79831	133061	0	0	2753	591	0	5475	20639	7956	332	26114	639	8904	1658	733	14047	11934	0	0	9543	0													
114260	658738	174	350577	2597940	0	2716533	0	0	0	0	1091489	0	21903		82839	80625	18499	2365267	1069586	515	0	10048	0	0	77168	133624	1882	738	210792	56727	81987	0	0	130573	138714	9434	0	138714	0	0	0	7558	0	7558	true	5594	9901	0	58722	13206	645532	
114457	21361	0	9612	57802	0	100632	0	0	0	0	167365	0	40261		17586	38965		91020	127104	0	0	6491	0	0	19833	43802	2849	373	63635	10965	27827	1391	0	49271	40183	50688	0	38792	0													
114774	1282	0	0	1437	0	9348	0	0	0	0	36486	0	4481		9434	7102		9348	32005	0	0	848	0	0	7176	9227	882	110	16403	2371	8335	0	0	7962	10706	0	0	10706	0													
114840	20971	0	25498	156740	0	197443	0	0	1	0	337281	0	14754		45431	99615		171945	322305	0	222	6479	1	1	34107	71242	4814	197	105349	37270	68233	832	0	64929	106335	32801	0	105503	0													
114859	8881	0	1251	11159	0	21046	0	0	0	0	45913	0	6743		10787	14816		19702	38675	93	495	505	0	0	4851	11495	2027	0	16346	256	3313	274	0	7586	3843	0	0	3569	495													
115146	21515	0	4038	20486	0	44564	0	0	0	0	90278	0	15828		20670	25260		40526	74450	0	0	4005	0	0	7739	17240	8303	394	24852	0	8647	1179	0	13007	9826	0	0	8647	0													
115575	105114	0	3350	91546	0	238136	0	0	20000	0	530887	0	12158		76596	177337		234786	518729	0	0	10462	20000	10000	43475	91388	36338	465	134863	34143	36604	6022	0	95070	76769	0	0	70747	0													
116358	25886	0	2668	20368	0	34302	0	0	0	0	39549	0	3078		5832	761		31634	36471	0	0	1310	0	0	4184	5136	1060	403	9320	1863	256	0	0	4952	2119	0	0	2119	0													
116554	96312	0	121	82943	0	123190	0	0	0	0	103370	0	5		3810	0		123069	103365	0	0	0	0	0	608	4656	0	0	5264	259	1535	0	0	1454	1794	0	0	1794	0													
116741	7338	0	10419	33447	0	65128	0	0	0	0	126166	0	19040		21322	48023		54709	107126	0	0	0	0	0	11594	27678	3062	181	37503	4521	21835	1933	0	21193	28289	0	0	25095	0													
117038	23343	0	23466	50174	0	79937	0	0	0	0	175840	0	24720		20398	51365	7763	56471	151120	0	0	4139	0	0	10862	37982	4350	1226	48844	8159	37705	848	0	34023	46712	0	0	45864	0	0	0	0	0	0	true							
117074	51411	0	27	44150	0	72235	0	0	0	0	206488	0	798		59637	17262		72208	205690	0	0	7551	0	0	48690	58514	2823	529	107204	11309	14320	1630	0	50919	27259	0	0	25629	0													
117458	26570	0	27351	90520	0	287608	0	0	55798	0	461804	0	72696		111395	181342		260257	333310	0	55798	3664	55798	25721	41226	97832	9788	25793	139058	25665	53305	283	0	63244	79253	37457	0	78970	0													
117775	4218	0	344	9270	0	23040	0	0	0	0	80559	0	9888		17132	15368	6032	22696	70671	0	0	2271	0	0	10923	19028	3347	1780	29951	14723	9287	501	1384	17945	25895	0	0	24010	0	0	0	0	0	0	false							
118156	76531	0	183872	146463	0	494352	0	0	105225	248	769003	0	87531		176587	361383		310480	674574	0	6650	14061	105225	57705	45306	164206	52422	9906	209512	12298	44034	2601	318	95252	59251	173588	0	56332	3441													
118660	22722	0	0	10046	0	17026	0	0	0	0	180416	0	0		29888	0		17026	178434	0	1982	7951	0	0	17129	61831	20283	1478	78960	11589	33060	11488	836	70833	56973	0	0	44649	1982													
118736	18321	0	22740	75435	0	121150	0	0	0	0	155812	0	34856		23574	60847		98410	120956	0	0	4770	0	0	12283	27282	6439	1832	39565	3617	23657	797	737	24262	28808	0	0	27274	0													
119153	23512	0	45249	109101	0	161335	0	0	0	0	173728	0	33572		14534	73882	3732	114880	140156	1206	0	1699	0	0	8678	21446	2275	114	30124	15083	27127	1611	0	17978	43821	23583	0	40210	0	0	0	0	0	0	false							
119779	178975	0	2341	203848	0	374635	0	0	50250	0	1026652	0	227689		135899	416963	14132	372294	798963	0	0	5722	50250	50250	106203	115420	2536	258	221623	101965	103517	814	0	88518	206296	0	0	205482	0	0	0	0	0	0	true	59715	139773	144495	112478	164173	10973	
119872	86971	0	2246	119979	0	185693	0	0	74957	0	313553	0	42		103945	69668		183447	313511	0	0	727	74957	23084	16527	62957	55372	171	79484	3699	16784	1404	0	31082	21887	9063	0	20483	21957													
120476	2247	0	0	4003	0	6934	0	0	0	0	44363	0	0		6676	11278		6934	44363	0	0	2927	0	0	4028	10860	1370	746	14622	1431	12403	0	0	10328	13834	0	0	13834	0													
120542	42119	0	24325	105745	0	151162	0	0	0	0	265120	0	8411		55849	91070		126342	256709	495	0	8159	0	0	25106	56974	11029	1871	82080	16264	18087	2100	499	39131	36950	11083	0	34351	0													
120609	402603	3	28022	480339	0	517267	0	0	17000	0	1102977	0	11700		267873	38505		488501	1074029	741	17248	28210	17000	0	198592	241638	50419	5836	438662	71884	82964	9715	821	228612	165384	16119	0	154848	0													
120953	45770	0	9247	53285	0	97759	0	0	0	0	136429	0	6748		43129	10997		88512	129681	0	0	1446	0	0	9651	46784	5390	1868	56434	5285	10048	287	350	20563	15970	0	0	15333	0													
121642	290973	22	426436	1599390	0	2740555	0	0	343278	0	4108103	0	112665		720162	2097977	131580	2309150	3995379	4947	59	69405	343278	303377	357805	718045	110993	14740	1075850	140270	352074	22822	2403	481422	517569	198805	0	492344	0	0	0	214203	0	184433	true	365353	563659	1280778	748715	290973	0	
121651	18607	0	58773	24506	0	85377	0	0	932772	0	1012996	0	3702		9999	0		26604	1002164	0	7130	2603	932772	83194	53103	45435	93422	797183	98538	1013	1481	2252	500	979144	5246	0	0	2494	7130													
121914	76190	0	27036	164630	0	167489	0	0	0	0	233361	0	1743		54938	60103		140453	231618	0	0	8825	0	0	25164	41136	11144	7355	66300	2202	8324	1058	684	29862	12268	0	0	10526	0													
122153	10784	90	4092	15900	0	23690	0	0	0	0	24647	300	6599		4723	0		19508	17748	0	0	562	0	0	2191	5624	0	0	7815	4147	1901	0	0	3092	6048	0	0	6048	0													
122546	13938	0	2828	19922	0	19922	0	0	4463	0	84797	0	13524		16387	17282		17094	71273	0	0	1734	2463	1231	11980	14061	8043	4133	25744	6673	6441	1746	500	21830	15360	565	2000	13114	0													
123075	9378	0	477	2900	0	16952	0	0	5375	0	43775	0	342		18674	9155		16475	43433	0	0	1579	5375	500	2647	9983	7866	3049	12131	632	1065	0	0	4872	1697	0	0	1697	0													
123374	15768	0	5905	3029	0	24413	0	0	0	0	47963	0	5200		7816	442		18508	42763	0	0	1133	0	0	8029	12600	122	14	20629	1149	9839	0	0	12949	10988	0	0	10988	0													
124344	30697	0	24785	193071	0	193081	0	0	56059	0	411159	0	12485		85622	223849		166563	397787	1733	887	2097	56059	36059	19137	52159	36767	1088	70004	19142	12285	15735	300	23529	47462	98127	0	31427	0													
124830	13748	0	9931	54419	0	57321	0	0	10968	0	81457	0	8909		9257	8069		47012	72312	378	236	2483	10968	10968	9450	36227	551	9	44780	1081	10431	830	1061	36980	13403	28153	0	11512	0													
125154	119656	1	0	16311	0	223212	0	0	0	0	138265	0	0		5804	9304	2755	223211	138265	0	0	893	0	0	925	3994	2677	643	4919	312	753	0	0	2436	1065	0	0	1065	0	0	0	0	0	0	true							
125855	837871	0	6004	4835	0	23361	0	0	45718	0	1152560	0	196886		31099	156705		16615	955194	742	480	3027	45718	45718	43261	63288	6116	76	106549	20494	24748	0	0	81642	45242	64071	0	45242	0													
126012	193677	0	20610	21846	0	46135	0	0	31194	0	412759	0	111975		19304	128120		25525	300784	0	0	417	2001	2001	16053	23276	760	166	39329	22809	27148	751	0	20951	50708	4000	29193	49957	0													
126049	8834	0	8650	29694	0	44168	0	0	0	0	62159	0	4370		14182	16168		35498	57789	20	0	2203	0	0	8521	16627	1951	0	24764	1398	6674	1984	0	12918	10056	0	0	7772	0													
126375	37179	0	0	19993	0	44699	0	0	0	0	123881	0	0		30890	0		44699	123881	0	0	13623	0	0	11459	24988	14502	12128	36447	1391	8462	10115	3657	32187	23625	0	0	9853	0													
126553	70279	32	3380	137520	0	180324	0	0	2898	0	297818	0	1275		35875	132712	4060	176912	296543	0	0	867	2898	2898	18498	46148	2329	342	64646	7659	19851	0	0	31442	27510	1579	0	27510	0	0	0	4390	0	0	true							
126834	73642	0	16178	142923	0	222789	0	0	0	0	477782	0	5072		102618	32432		206611	472710	0	0	21717	0	0	44804	147434	29336	3698	189604	28397	112737	5002	300	122654	146436	0	0	141134	0													
127055	29966	0	251	23980	0	35078	0	0	0	0	71674	0	19781		4910	7953		34566	51683	261	210	650	0	0	2688	13845	7738	381	16533	1761	4104	0	3237	19743	9102	6535	0	5865	5938													
127224	49595	0	9100	133030	0	133030	0	0	0	0	209475	121	11005		55107	42589		123930	198339	0	10	8717	0	0	25593	43989	18764	2385	69582	9370	13731	1858	1600	35625	26559	0	0	23101	0													
128258	9877	0	4080	16018	0	20124	0	0	0	0	49796	0	20011		3997	21125		16044	29785	0	0	0	0	0	1438	3858	2551	213	5296	6317	4107	310	0	4063	10734	0	0	10424	0													
128904	1580335	0	967999	10172257	0	10172257	0	0	0	0	11214751	0	754991		1084848	6269602	155109	9193432	10452885	10826	6875	54502	0	0	1029116	1277285	14818	3388	2306401	461786	577565	856	0	1239759	1040207	1963701	0	1039351	0	0	0	1838967	0	1838967	true	1252852	1717021	2877868	2629868	1216477	363858	
129349	57679	0	6187	57075	0	72684	0	0	522	0	159799	0	8231		31727	31264		66497	151568	0	0	3496	522	0	9777	29025	10051	2760	38802	1975	9011	2549	5708	19887	19243	0	0	4527	0													
129358	1234	0	3229	55620	0	55620	0	0	2202	0	190079	0	14456		16432	83551		51648	172691	743	2932	3327	2202	2202	19070	40705	3029	254	59596	18536	23157	543	0	46626	42236	48342	0	41693	1733													
129732	488894	10	123734	2124747	0	2919635	0	0	552206	48	5026404	0	358751		562132	2957995	89250	2793911	4605058	1980	62547	28620	552206	552206	531610	612045	34679	1680	1143655	195195	196575	7094	639	617882	399503	178352	0	391770	58973	0	0	630365	0	161308	true	570092	378691	1116684	1497229	469666	18532	
129853	9587	0	55489	37227	0	110386	0	0	0	0	107457	0	15787		25462	4250		54897	87242	0	4428	2889	0	0	21656	37301	12244	1351	58957	5551	13074	2442	0	47090	21067	24951	0	18625	3466													
129910	42111	0	46214	221322	0	221322	0	0	35042	0	302110	0	17003		69309	81786		175108	272993	0	12114	8361	35042	17910	27462	73173	30599	3178	100635	17510	23356	2935	0	65103	43801	980	0	40866	12114													
130345	87916	0	13804	178593	0	263964	0	0	0	0	306029	0	43183		18720	166037		250160	262846	0	0	1847	0	0	14800	18933	2856	191	33733	2970	11458	869	0	18059	15297	0	0	14428	0													
130541	632911	0	805086	1257868	0	2973338	0	0	245684	0	2682542	0	429442		301774	849951	84143	2168252	2251747	0	1353	29961	245684	120684	283736	254985	16677	5383	518247	238343	272499	102259	25798	259007	638899	164898	0	510842	0	0	0	0	0	0	true	296236	525764	294864	408690	540684	56499	
131436	87908	0	109959	248063	0	450004	0	0	0	0	256094	0	5953		11032	129520	7634	340045	250141	0	0	4109	0	0	6085	20130	2799	591	26215	6265	2796	0	0	18573	9061	0	0	9061	0	0	0	0	0	0	false							
131717	5499	0	9917	19012	0	34905	0	0	0	0	22376	0	1274		5240	394	2453	24572	21102	416	0	1214	0	0	1655	7070	3029	170	8725	3205	1062	292	0	6684	4559	0	0	4267	0	0	0	0	0	0	true							
131940	10720	0	921	19043	0	19727	0	0	10753	0	107782	0	4899		27534	26451		18806	93057	0	9826	2106	4253	1665	10098	31221	11147	3172	41319	1764	10715	2239	256	28103	14974	0	5250	12478	3233													
132107	74799	0	130228	729160	0	845808	0	0	318462	0	531390	0	56266		65521	236004		711863	472438	3717	2686	8541	318462	318462	49665	129583	7139	423	179248	8194	24519	1064	0	121288	33777	638377	0	32713	0													
132451	19200	0	1016	58377	0	71103	0	0	0	0	76460	0	1945		6280	35871		70087	74515	0	0	112	0	0	4317	9594	1493	777	13911	1509	3698	0	0	9901	5207	0	0	5207	0													
132778	19074	0	5279	31281	0	34576	0	0	0	0	30340	0	1906		4428	2966		29297	28434	0	0	0	0	0	3670	1944	241	356	5614	489	0	1600	0	1783	2089	0	0	489	0													
132938	21746	0	6713	57763	0	57931	0	0	5000	0	69452	0	6283		6286	21481		51218	60482	0	2687	1676	5000	5000	4384	14697	1121	226	19081	555	3560	1682	0	14142	5797	2379	0	4115	2687													
133579	62903	0	10563	94373	0	169217	0	0	0	0	320151	0	0		64322	104746	25760	158654	320151	0	0	11615	0	0	56263	58971	7013	2669	115234	13622	11873	1151	941	60594	27587	0	0	25495	0	0	0	0	0	0	false							
133850	160079	0	191002	1184402	0	1309947	0	0	68998	0	905489	15027	144151		142007	4392		1118945	678700	0	67611	18297	9286	9027	86548	231895	25434	2301	318443	125693	194366	56417	18364	204171	394840	17452	30510	320059	5314													
133971	63773	0	577	11278	0	11278	0	0	0	0	368876	0	11533		77570	104336		10701	356941	0	402	16648	0	0	62934	91509	2493	29	154442	20910	22892	0	0	79396	43802	3524	0	43802	0													
134156	12687	50	3409	19905	0	29980	0	0	19876	0	88336	112	12406		18394	17719		26521	75818	0	0	121	19876	7012	9958	23973	10568	835	33931	4710	4868	2000	1017	26940	12595	0	0	9578	0													
134437	88043	0	223707	482326	0	706033	0	0	0	0	701744	0	158051		50222	245631		482326	543693	0	0	5028	0	0	26376	68531	13078	4915	94907	78201	150541	20157	6271	62678	255170	0	0	228742	0													
134455	11555	0	5433	41553	0	52659	0	0	0	0	108064	0	14586		14828	23719		45726	87568	1500	5910	3377	0	0	13855	27959	1257	0	41814	11615	18103	0	0	28244	29718	0	0	29718	0													
134848	54736	0	2742	104386	0	105561	0	0	0	0	194909	0	21059		46851	48703		102819	173850	0	0	2288	0	0	30438	33963	3330	651	64401	5162	16145	1781	0	21531	23088	0	0	21307	0													
135836	26074	0	5199	33490	0	42853	0	0	0	0	97628	0	11948		16947	7115		37654	85680	0	0	2237	0	0	10372	16244	2657	1567	26615	2754	30321	524	0	13893	33599	0	0	33075	743													
135854	11646	0	2045	32650	0	60263	0	0	7327	0	56569	0	7250		13254	6914		58218	49319	0	0	457	0	0	9072	19113	1492	207	28184	1834	6293	0	0	16630	8127	7327	0	8127	0													
136048	15079	0	5746	25033	0	31217	0	0	9002	0	115492	0	22414		17272	10930		25471	93078	0	0	617	9002	7002	20227	34260	7123	126	54487	7911	19029	807	0	44464	27747	3311	0	26940	14954													
136338	59982	0	79999	158376	0	245751	0	0	0	0	210531	0	20875		22960	57155		165752	186923	0	2733	4439	0	0	21359	34085	5910	0	55443	10338	19279	2424	0	38394	32041	13218	0	29617	2238													
136655	9579	0	9000	19963	0	37856	0	0	0	0	40789	0	5521		14819	4320		28856	35268	0	0	251	0	0	9042	11284	1733	142	20326	2966	1723	0	0	7382	4689	0	0	4689	0													
137205	377988	0	138864	1102695	0	1102708	0	0	509306	0	1185738	0	95743		290922	293029		958146	1085339	5698	4656	18759	509306	463764	225129	157100	38013	23590	382202	27137	36118	6345	1289	152908	70889	786052	0	63005	0													
137447	50560	0	49316	75214	0	211651	0	0	0	0	219222	0	66399		47362	36893		162335	152823	0	0	2710	0	0	41676	30972	7420	515	72648	21774	27148	2264	0	33221	51186	0	0	48922	0													
137456	26993	0	17459	37589	0	71220	0	0	0	0	85225	0	2583		12108	2032		53761	82642	0	0	2813	0	0	14198	21406	3420	0	35140	10163	6747	265	0	26917	17175	6682	0	16910	0													
137559	33519	2	3985	33144	0	47996	0	0	0	0	79181	0	6196		24647	2799		44009	72985	0	0	3788	0	0	9262	24273	4264	0	33535	821	4246	0	0	13151	5067	0	0	5066	0													
137643	15508	0	7993	28180	0	50562	0	0	0	0	79213	0	15769		11555	29478		42569	63444	0	0	629	0	0	2303	15862	4539	318	18165	4138	6472	595	0	11467	11205	0	0	10610	0													
137652	86958	0	0	417678	0	482311	0	0	243159	0	429163	0	0		16263	22669	0	482311	429163	0	0	0	243159	19925	27843	32700	226824	1374	60543	5793	20868	2042	2093	272478	30796	0	0	26661	0	0	0	0	0	0	true							
137915	3531367	0	4901	233083	0	247278	0	0	143001	0	4076258	0	0		144282	179591	54932	242377	4076258	0	0	2072	143001	143000	40062	57732	183139	6061	97794	9668	8354	59665	619	142712	78306	0	0	18022	0	0	0	143000	0	0	true	5609	5882	179591	0	3508316	23051	
138051	20248	0	695	19557	0	25558	0	0	0	0	110965	0	31285		29545	19079		24863	79680	0	0	0	0	0	11728	33127	0	0	44855	12400	14383	0	0	15310	26783	0	0	26783	0													
138257	7242	0	12353	56234	0	71690	0	0	0	0	55543	0	4514		4596	12843		59337	51029	0	0	793	0	0	5849	22663	165	0	10682	2169	4612	0	0	24080	6781	17830	0	6781	0													
138556	11217	0	4379	35828	0	50791	0	0	0	0	57035	0	8391		9096	4631		46412	48644	0	0	818	0	0	5533	14105	12	0	19638	10776	10763	0	0	10554	21539	0	0	21539	0													
139133	24554	0	12206	64032	0	118106	0	0	0	0	199563	0	14906		29396	48951	11059	105900	184657	0	0	6451	0	0	20177	41130	2035	1060	61299	21893	39763	0	0	35006	61656	0	0	61656	0	0	0	0	0	0	true							
139478	3599	0	0	106058	0	263225	0	0	0	0	413900	0	5910		110551	198237		263185	407990	40	0	9388	0	0	47877	109791	15846	6150	157668	6928	23056	2109	307	69113	32400	0	0	29984	0													
139553	91847	0	181693	506708	0	788690	0	0	51987	248	785393	0	70769		59533	337245		604519	709812	2478	4564	10132	51987	14972	119711	97879	15935	403	217590	59841	52670	9862	0	174395	122373	331353	0	112511	1978													
